Success, Time Elapsed,Xstart,Ystart, Xend,Yend,Xlength, Ylength, PathDist, num threads, Filename,,,cores,Total time
1,1.65,0,0,18,34,50,50,38.4708,4,maps/cross50.bmp,,,,
1,4.783,0,0,9,32,50,50,33.2415,4,maps/50map.bmp,,,,
1,3.588,0,0,25,17,50,50,30.2324,4,maps/50mapAOR.bmp,,,,
1,621.368,0,0,285,931,1000,1000,973.646,4,maps/1000AOR_wObs.bmp,,,,
1,7.586,0,0,92,44,100,100,101.98,4,maps/100map.bmp,,,,
1,585.595,0,0,373,454,1000,1000,587.576,4,maps/1000Geometric.bmp,,,,
1,4.171,0,0,5,44,50,50,44.2832,4,maps/cross50.bmp,,,,
1,1.337,0,0,22,15,50,50,26.6271,4,maps/50map.bmp,,,,
1,2.256,0,0,29,22,50,50,36.4005,4,maps/50mapAOR.bmp,,,,
1,636.149,0,0,930,902,1000,1000,1295.57,4,maps/1000AOR_wObs.bmp,,,,
1,5.201,0,0,97,43,100,100,106.104,4,maps/100map.bmp,,,,
1,657.149,0,0,634,268,1000,1000,688.317,4,maps/1000Geometric.bmp,,,,
1,2.503,0,0,32,49,50,50,58.5235,4,maps/cross50.bmp,,,,
1,1.856,0,0,29,1,50,50,29.0172,4,maps/50map.bmp,,,,
1,4.431,0,0,36,37,50,50,51.6236,4,maps/50mapAOR.bmp,,,,
1,602.959,0,0,812,235,1000,1000,845.322,4,maps/1000AOR_wObs.bmp,,,,
1,4.33,0,0,76,38,100,100,84.9706,4,maps/100map.bmp,,,,
1,581.782,0,0,417,531,1000,1000,675.167,4,maps/1000Geometric.bmp,,,,
1,1.249,0,0,46,2,50,50,46.0435,4,maps/cross50.bmp,,,,
1,2.204,0,0,48,15,50,50,50.2892,4,maps/50map.bmp,,,,
1,1.069,0,0,24,19,50,50,30.6105,4,maps/50mapAOR.bmp,,,,
1,546.961,0,0,701,484,1000,1000,851.855,4,maps/1000AOR_wObs.bmp,,,,
1,7.71,0,0,52,97,100,100,110.059,4,maps/100map.bmp,,,,
1,622.368,0,0,303,484,1000,1000,571.021,4,maps/1000Geometric.bmp,,,,
1,1.157,0,0,45,37,50,50,58.258,4,maps/cross50.bmp,,,,
1,1.092,0,0,11,46,50,50,47.2969,4,maps/50map.bmp,,,,
1,1.244,0,0,25,31,50,50,39.8246,4,maps/50mapAOR.bmp,,,,
1,602.815,0,0,943,624,1000,1000,1130.76,4,maps/1000AOR_wObs.bmp,,,,
1,4.255,0,0,51,87,100,100,100.846,4,maps/100map.bmp,,,,
1,623.548,0,0,950,734,1000,1000,1200.52,4,maps/1000Geometric.bmp,,,,
1,1.3,0,0,15,44,50,50,46.4866,4,maps/cross50.bmp,,,,
1,1.126,0,0,29,17,50,50,33.6155,4,maps/50map.bmp,,,,
1,1.122,0,0,19,19,50,50,26.8701,4,maps/50mapAOR.bmp,,,,
1,636.406,0,0,716,714,1000,1000,1011.16,4,maps/1000AOR_wObs.bmp,,,,
1,4.598,0,0,13,49,100,100,50.6952,4,maps/100map.bmp,,,,
1,589.583,0,0,869,9,1000,1000,869.047,4,maps/1000Geometric.bmp,,,,
1,1.404,0,0,12,33,50,50,35.1141,4,maps/cross50.bmp,,,,
1,1.19,0,0,7,33,50,50,33.7343,4,maps/50map.bmp,,,,
1,1.278,0,0,21,18,50,50,27.6586,4,maps/50mapAOR.bmp,,,,
1,673.484,0,0,737,388,1000,1000,832.894,4,maps/1000AOR_wObs.bmp,,,,
1,4.486,0,0,60,70,100,100,92.1954,4,maps/100map.bmp,,,,
1,643.889,0,0,999,614,1000,1000,1172.6,4,maps/1000Geometric.bmp,,,,
1,1.193,0,0,11,42,50,50,43.4166,4,maps/cross50.bmp,,,,
1,1.114,0,0,34,23,50,50,41.0488,4,maps/50map.bmp,,,,
1,1.339,0,0,39,24,50,50,45.793,4,maps/50mapAOR.bmp,,,,
1,692.996,0,0,196,869,1000,1000,890.829,4,maps/1000AOR_wObs.bmp,,,,
1,4.418,0,0,91,5,100,100,91.1373,4,maps/100map.bmp,,,,
1,665.232,0,0,931,895,1000,1000,1291.43,4,maps/1000Geometric.bmp,,,,
1,4.455,0,0,36,38,50,50,52.345,4,maps/cross50.bmp,,,,
1,1.387,0,0,9,40,50,50,41,4,maps/50map.bmp,,,,
1,1.701,0,0,16,32,50,50,35.7771,4,maps/50mapAOR.bmp,,,,
1,592.783,0,0,712,404,1000,1000,818.633,4,maps/1000AOR_wObs.bmp,,,,
1,4.461,0,0,71,79,100,100,106.217,4,maps/100map.bmp,,,,
1,603.473,0,0,18,759,1000,1000,759.213,4,maps/1000Geometric.bmp,,,,
1,2.953,0,0,27,26,50,50,37.4833,4,maps/cross50.bmp,,,,
1,1.133,0,0,2,42,50,50,42.0476,4,maps/50map.bmp,,,,
1,1.258,0,0,36,15,50,50,39,4,maps/50mapAOR.bmp,,,,
1,645.212,0,0,533,864,1000,1000,1015.18,4,maps/1000AOR_wObs.bmp,,,,
1,4.504,0,0,7,96,100,100,96.2549,4,maps/100map.bmp,,,,
1,634.012,0,0,642,605,1000,1000,882.15,4,maps/1000Geometric.bmp,,,,
1,1.348,0,0,33,29,50,50,43.9318,4,maps/cross50.bmp,,,,
1,6.484,0,0,34,25,50,50,42.2019,4,maps/50map.bmp,,,,
1,6.492,0,0,24,17,50,50,29.4109,4,maps/50mapAOR.bmp,,,,
1,586.885,0,0,760,179,1000,1000,780.795,4,maps/1000AOR_wObs.bmp,,,,
1,4.713,0,0,13,80,100,100,81.0494,4,maps/100map.bmp,,,,
1,638.971,0,0,982,310,1000,1000,1029.77,4,maps/1000Geometric.bmp,,,,
1,1.33,0,0,17,20,50,50,26.2488,4,maps/cross50.bmp,,,,
1,1.098,0,0,6,28,50,50,28.6356,4,maps/50map.bmp,,,,
1,1.191,0,0,11,24,50,50,26.4008,4,maps/50mapAOR.bmp,,,,
1,618.381,0,0,921,934,1000,1000,1311.72,4,maps/1000AOR_wObs.bmp,,,,
1,6.511,0,0,5,56,100,100,56.2228,4,maps/100map.bmp,,,,
1,633.024,0,0,977,782,1000,1000,1251.42,4,maps/1000Geometric.bmp,,,,
1,1.168,0,0,46,28,50,50,53.8516,4,maps/cross50.bmp,,,,
1,1.097,0,0,32,48,50,50,57.6888,4,maps/50map.bmp,,,,
1,1.238,0,0,16,39,50,50,42.1545,4,maps/50mapAOR.bmp,,,,
1,643.72,0,0,718,714,1000,1000,1012.58,4,maps/1000AOR_wObs.bmp,,,,
1,4.478,0,0,79,3,100,100,79.0569,4,maps/100map.bmp,,,,
1,597.83,0,0,416,764,1000,1000,869.915,4,maps/1000Geometric.bmp,,,,
1,1.717,0,0,21,26,50,50,33.4215,4,maps/cross50.bmp,,,,
1,1.121,0,0,26,43,50,50,50.2494,4,maps/50map.bmp,,,,
1,1.912,0,0,21,25,50,50,32.6497,4,maps/50mapAOR.bmp,,,,
1,628.574,0,0,704,167,1000,1000,723.536,4,maps/1000AOR_wObs.bmp,,,,
1,4.301,0,0,84,23,100,100,87.0919,4,maps/100map.bmp,,,,
1,608.858,0,0,231,811,1000,1000,843.257,4,maps/1000Geometric.bmp,,,,
1,2.081,0,0,11,49,50,50,50.2195,4,maps/cross50.bmp,,,,
1,1.993,0,0,48,34,50,50,58.8218,4,maps/50map.bmp,,,,
1,1.885,0,0,13,23,50,50,26.4197,4,maps/50mapAOR.bmp,,,,
1,629.738,0,0,120,806,1000,1000,814.884,4,maps/1000AOR_wObs.bmp,,,,
1,4.412,0,0,65,60,100,100,88.459,4,maps/100map.bmp,,,,
1,640.719,0,0,370,547,1000,1000,660.385,4,maps/1000Geometric.bmp,,,,
1,1.272,0,0,44,30,50,50,53.2541,4,maps/cross50.bmp,,,,
1,1.095,0,0,23,21,50,50,31.1448,4,maps/50map.bmp,,,,
1,1.037,0,0,36,17,50,50,39.8121,4,maps/50mapAOR.bmp,,,,
1,620.078,0,0,553,290,1000,1000,624.427,4,maps/1000AOR_wObs.bmp,,,,
1,4.041,0,0,90,81,100,100,121.083,4,maps/100map.bmp,,,,
1,599.683,0,0,640,981,1000,1000,1171.31,4,maps/1000Geometric.bmp,,,,
1,1.283,0,0,25,37,50,50,44.6542,4,maps/cross50.bmp,,,,
1,1.097,0,0,23,11,50,50,25.4951,4,maps/50map.bmp,,,,
1,1.061,0,0,9,24,50,50,25.632,4,maps/50mapAOR.bmp,,,,
1,661.622,0,0,830,674,1000,1000,1069.19,4,maps/1000AOR_wObs.bmp,,,,
1,4.188,0,0,11,89,100,100,89.6772,4,maps/100map.bmp,,,,
1,658.376,0,0,928,705,1000,1000,1165.42,4,maps/1000Geometric.bmp,,,,
1,1.155,0,0,26,14,50,50,29.5296,4,maps/cross50.bmp,,,,
1,1.084,0,0,32,12,50,50,34.176,4,maps/50map.bmp,,,,
1,1.059,0,0,23,20,50,50,30.4795,4,maps/50mapAOR.bmp,,,,
1,623.681,0,0,761,930,1000,1000,1201.67,4,maps/1000AOR_wObs.bmp,,,,
1,4.09,0,0,63,77,100,100,99.4887,4,maps/100map.bmp,,,,
1,670.893,0,0,903,227,1000,1000,931.095,4,maps/1000Geometric.bmp,,,,
1,1.153,0,0,33,9,50,50,34.2053,4,maps/cross50.bmp,,,,
1,1.085,0,0,19,25,50,50,31.4006,4,maps/50map.bmp,,,,
1,1.052,0,0,39,12,50,50,40.8044,4,maps/50mapAOR.bmp,,,,
1,598.599,0,0,879,89,1000,1000,883.494,4,maps/1000AOR_wObs.bmp,,,,
1,4.473,0,0,93,83,100,100,124.652,4,maps/100map.bmp,,,,
1,624.65,0,0,588,605,1000,1000,843.664,4,maps/1000Geometric.bmp,,,,
1,1.138,0,0,13,28,50,50,30.8707,4,maps/cross50.bmp,,,,
1,1.056,0,0,20,36,50,50,41.1825,4,maps/50map.bmp,,,,
1,1.076,0,0,35,33,50,50,48.1041,4,maps/50mapAOR.bmp,,,,
1,637.9,0,0,722,401,1000,1000,825.884,4,maps/1000AOR_wObs.bmp,,,,
1,7.579,0,0,79,78,100,100,111.018,4,maps/100map.bmp,,,,
1,677.958,0,0,213,596,1000,1000,632.918,4,maps/1000Geometric.bmp,,,,
1,1.238,0,0,23,33,50,50,40.2244,4,maps/cross50.bmp,,,,
1,1.073,0,0,32,14,50,50,34.9285,4,maps/50map.bmp,,,,
1,1.157,0,0,37,29,50,50,47.0106,4,maps/50mapAOR.bmp,,,,
1,672.27,0,0,695,751,1000,1000,1023.24,4,maps/1000AOR_wObs.bmp,,,,
1,4.315,0,0,74,68,100,100,100.499,4,maps/100map.bmp,,,,
1,666.148,0,0,293,550,1000,1000,623.177,4,maps/1000Geometric.bmp,,,,
1,1.262,0,0,13,34,50,50,36.4005,4,maps/cross50.bmp,,,,
1,1.222,0,0,2,40,50,50,40.05,4,maps/50map.bmp,,,,
1,1.049,0,0,38,26,50,50,46.0435,4,maps/50mapAOR.bmp,,,,
1,661.043,0,0,783,950,1000,1000,1231.09,4,maps/1000AOR_wObs.bmp,,,,
1,9.937,0,0,44,92,100,100,101.98,4,maps/100map.bmp,,,,
1,661.996,0,0,877,962,1000,1000,1301.76,4,maps/1000Geometric.bmp,,,,
1,1.426,0,0,24,46,50,50,51.8845,4,maps/cross50.bmp,,,,
1,1.234,0,0,47,15,50,50,49.3356,4,maps/50map.bmp,,,,
1,1.253,0,0,21,34,50,50,39.9625,4,maps/50mapAOR.bmp,,,,
1,623.615,0,0,949,720,1000,1000,1191.22,4,maps/1000AOR_wObs.bmp,,,,
1,4.981,0,0,88,95,100,100,129.495,4,maps/100map.bmp,,,,
1,667.962,0,0,25,935,1000,1000,935.334,4,maps/1000Geometric.bmp,,,,
1,1.329,0,0,37,45,50,50,58.258,4,maps/cross50.bmp,,,,
1,1.107,0,0,26,24,50,50,35.3836,4,maps/50map.bmp,,,,
1,1.085,0,0,22,30,50,50,37.2022,4,maps/50mapAOR.bmp,,,,
1,542.319,0,0,652,364,1000,1000,746.726,4,maps/1000AOR_wObs.bmp,,,,
1,4.354,0,0,86,98,100,100,130.384,4,maps/100map.bmp,,,,
1,632.908,0,0,991,758,1000,1000,1247.66,4,maps/1000Geometric.bmp,,,,
1,1.342,0,0,48,30,50,50,56.6039,4,maps/cross50.bmp,,,,
1,1.236,0,0,22,28,50,50,35.609,4,maps/50map.bmp,,,,
1,1.152,0,0,18,19,50,50,26.1725,4,maps/50mapAOR.bmp,,,,
1,591.588,0,0,229,953,1000,1000,980.128,4,maps/1000AOR_wObs.bmp,,,,
1,4.274,0,0,34,89,100,100,95.2733,4,maps/100map.bmp,,,,
1,665.538,0,0,823,991,1000,1000,1288.18,4,maps/1000Geometric.bmp,,,,
1,1.259,0,0,7,38,50,50,38.6394,4,maps/cross50.bmp,,,,
1,1.687,0,0,47,1,50,50,47.0106,4,maps/50map.bmp,,,,
1,1.12,0,0,9,26,50,50,27.5136,4,maps/50mapAOR.bmp,,,,
1,630.253,0,0,48,527,1000,1000,529.181,4,maps/1000AOR_wObs.bmp,,,,
1,5.55,0,0,13,69,100,100,70.214,4,maps/100map.bmp,,,,
1,569.524,0,0,247,534,1000,1000,588.358,4,maps/1000Geometric.bmp,,,,
1,2.378,0,0,11,36,50,50,37.6431,4,maps/cross50.bmp,,,,
1,1.09,0,0,35,10,50,50,36.4005,4,maps/50map.bmp,,,,
1,1.103,0,0,34,24,50,50,41.6173,4,maps/50mapAOR.bmp,,,,
1,610.022,0,0,951,648,1000,1000,1150.78,4,maps/1000AOR_wObs.bmp,,,,
1,4.43,0,0,85,12,100,100,85.8429,4,maps/100map.bmp,,,,
1,605.671,0,0,955,708,1000,1000,1188.82,4,maps/1000Geometric.bmp,,,,
1,1.361,0,0,13,30,50,50,32.6956,4,maps/cross50.bmp,,,,
1,1.104,0,0,17,43,50,50,46.2385,4,maps/50map.bmp,,,,
1,1.106,0,0,35,16,50,50,38.4838,4,maps/50mapAOR.bmp,,,,
1,642.689,0,0,121,820,1000,1000,828.879,4,maps/1000AOR_wObs.bmp,,,,
1,4.499,0,0,49,11,100,100,50.2195,4,maps/100map.bmp,,,,
1,649.337,0,0,38,949,1000,1000,949.76,4,maps/1000Geometric.bmp,,,,
1,1.177,0,0,34,6,50,50,34.5254,4,maps/cross50.bmp,,,,
1,1.074,0,0,22,48,50,50,52.8015,4,maps/50map.bmp,,,,
1,1.582,0,0,33,19,50,50,38.0789,4,maps/50mapAOR.bmp,,,,
1,679.622,0,0,882,113,1000,1000,889.209,4,maps/1000AOR_wObs.bmp,,,,
1,4.244,0,0,6,50,100,100,50.3587,4,maps/100map.bmp,,,,
1,677.661,0,0,156,922,1000,1000,935.104,4,maps/1000Geometric.bmp,,,,
1,1.275,0,0,32,42,50,50,52.8015,4,maps/cross50.bmp,,,,
1,1.097,0,0,17,45,50,50,48.1041,4,maps/50map.bmp,,,,
1,1.092,0,0,26,32,50,50,41.2311,4,maps/50mapAOR.bmp,,,,
1,642.11,0,0,943,726,1000,1000,1190.09,4,maps/1000AOR_wObs.bmp,,,,
1,7.908,0,0,94,20,100,100,96.1041,4,maps/100map.bmp,,,,
1,647.437,0,0,815,401,1000,1000,908.309,4,maps/1000Geometric.bmp,,,,
1,1.932,0,0,12,23,50,50,25.9422,4,maps/cross50.bmp,,,,
1,1.53,0,0,44,15,50,50,46.4866,4,maps/50map.bmp,,,,
1,1.364,0,0,17,40,50,50,43.4626,4,maps/50mapAOR.bmp,,,,
1,654.213,0,0,588,287,1000,1000,654.303,4,maps/1000AOR_wObs.bmp,,,,
1,8.669,0,0,95,68,100,100,116.829,4,maps/100map.bmp,,,,
1,614.454,0,0,573,251,1000,1000,625.564,4,maps/1000Geometric.bmp,,,,
1,1.722,0,0,42,5,50,50,42.2966,4,maps/cross50.bmp,,,,
1,1.453,0,0,33,48,50,50,58.2495,4,maps/50map.bmp,,,,
1,5.659,0,0,26,38,50,50,46.0435,4,maps/50mapAOR.bmp,,,,
1,628.376,0,0,834,291,1000,1000,883.31,4,maps/1000AOR_wObs.bmp,,,,
1,4.765,0,0,7,71,100,100,71.3442,4,maps/100map.bmp,,,,
1,594.175,0,0,451,560,1000,1000,719.028,4,maps/1000Geometric.bmp,,,,
1,1.196,0,0,27,39,50,50,47.4342,4,maps/cross50.bmp,,,,
1,3.572,0,0,40,37,50,50,54.4885,4,maps/50map.bmp,,,,
1,1.399,0,0,25,16,50,50,29.6816,4,maps/50mapAOR.bmp,,,,
1,653.572,0,0,951,211,1000,1000,974.126,4,maps/1000AOR_wObs.bmp,,,,
1,4.804,0,0,5,69,100,100,69.1809,4,maps/100map.bmp,,,,
1,612.378,0,0,32,771,1000,1000,771.664,4,maps/1000Geometric.bmp,,,,
1,1.26,0,0,4,44,50,50,44.1814,4,maps/cross50.bmp,,,,
1,2.258,0,0,19,34,50,50,38.9487,4,maps/50map.bmp,,,,
1,1.113,0,0,13,27,50,50,29.9666,4,maps/50mapAOR.bmp,,,,
1,630.074,0,0,938,420,1000,1000,1027.74,4,maps/1000AOR_wObs.bmp,,,,
1,6.447,0,0,87,9,100,100,87.4643,4,maps/100map.bmp,,,,
1,647.342,0,0,71,626,1000,1000,630.013,4,maps/1000Geometric.bmp,,,,
1,1.183,0,0,11,48,50,50,49.2443,4,maps/cross50.bmp,,,,
1,1.252,0,0,37,12,50,50,38.8973,4,maps/50map.bmp,,,,
1,2.982,0,0,36,21,50,50,41.6773,4,maps/50mapAOR.bmp,,,,
1,577.48,0,0,949,109,1000,1000,955.239,4,maps/1000AOR_wObs.bmp,,,,
1,4.552,0,0,47,46,100,100,65.7647,4,maps/100map.bmp,,,,
1,634.695,0,0,919,831,1000,1000,1239,4,maps/1000Geometric.bmp,,,,
1,1.289,0,0,42,22,50,50,47.4131,4,maps/cross50.bmp,,,,
1,3.658,0,0,45,31,50,50,54.6443,4,maps/50map.bmp,,,,
1,1.856,0,0,12,22,50,50,25.0599,4,maps/50mapAOR.bmp,,,,
1,622.583,0,0,885,925,1000,1000,1280.18,4,maps/1000AOR_wObs.bmp,,,,
1,4.135,0,0,16,70,100,100,71.8053,4,maps/100map.bmp,,,,
1,575.017,0,0,191,749,1000,1000,772.97,4,maps/1000Geometric.bmp,,,,
1,1.309,0,0,19,26,50,50,32.2025,4,maps/cross50.bmp,,,,
1,1.21,0,0,25,7,50,50,25.9615,4,maps/50map.bmp,,,,
1,1.077,0,0,31,27,50,50,41.1096,4,maps/50mapAOR.bmp,,,,
1,632.999,0,0,445,938,1000,1000,1038.2,4,maps/1000AOR_wObs.bmp,,,,
1,13.555,0,0,55,7,100,100,55.4437,4,maps/100map.bmp,,,,
1,606.76,0,0,719,260,1000,1000,764.566,4,maps/1000Geometric.bmp,,,,
1,1.613,0,0,23,14,50,50,26.9258,4,maps/cross50.bmp,,,,
1,1.197,0,0,28,27,50,50,38.8973,4,maps/50map.bmp,,,,
1,3.718,0,0,18,25,50,50,30.8058,4,maps/50mapAOR.bmp,,,,
1,642.06,0,0,682,942,1000,1000,1162.97,4,maps/1000AOR_wObs.bmp,,,,
1,6.358,0,0,36,52,100,100,63.2456,4,maps/100map.bmp,,,,
1,576.335,0,0,197,740,1000,1000,765.773,4,maps/1000Geometric.bmp,,,,
1,1.215,0,0,43,25,50,50,49.7393,4,maps/cross50.bmp,,,,
1,1.091,0,0,31,46,50,50,55.4707,4,maps/50map.bmp,,,,
1,1.122,0,0,22,33,50,50,39.6611,4,maps/50mapAOR.bmp,,,,
1,628.172,0,0,96,740,1000,1000,746.201,4,maps/1000AOR_wObs.bmp,,,,
1,4.448,0,0,80,50,100,100,94.3398,4,maps/100map.bmp,,,,
1,661.395,0,0,66,610,1000,1000,613.56,4,maps/1000Geometric.bmp,,,,
1,1.714,0,0,25,25,50,50,35.3553,4,maps/cross50.bmp,,,,
1,1.698,0,0,31,21,50,50,37.4433,4,maps/50map.bmp,,,,
1,1.13,0,0,38,14,50,50,40.4969,4,maps/50mapAOR.bmp,,,,
1,674.03,0,0,340,947,1000,1000,1006.19,4,maps/1000AOR_wObs.bmp,,,,
1,6.375,0,0,97,13,100,100,97.8673,4,maps/100map.bmp,,,,
1,587.43,0,0,807,4,1000,1000,807.01,4,maps/1000Geometric.bmp,,,,
1,1.223,0,0,40,5,50,50,40.3113,4,maps/cross50.bmp,,,,
1,1.091,0,0,8,41,50,50,41.7732,4,maps/50map.bmp,,,,
1,1.079,0,0,17,21,50,50,27.0185,4,maps/50mapAOR.bmp,,,,
1,616.777,0,0,819,703,1000,1000,1079.34,4,maps/1000AOR_wObs.bmp,,,,
1,4.461,0,0,93,8,100,100,93.3435,4,maps/100map.bmp,,,,
1,664.766,0,0,972,556,1000,1000,1119.79,4,maps/1000Geometric.bmp,,,,
1,1.617,0,0,44,25,50,50,50.6063,4,maps/cross50.bmp,,,,
1,1.155,0,0,19,32,50,50,37.2156,4,maps/50map.bmp,,,,
1,1.234,0,0,13,35,50,50,37.3363,4,maps/50mapAOR.bmp,,,,
1,677.115,0,0,48,845,1000,1000,846.362,4,maps/1000AOR_wObs.bmp,,,,
1,4.518,0,0,85,4,100,100,85.0941,4,maps/100map.bmp,,,,
1,639.715,0,0,758,147,1000,1000,772.122,4,maps/1000Geometric.bmp,,,,
1,1.157,0,0,40,26,50,50,47.7074,4,maps/cross50.bmp,,,,
1,1.072,0,0,32,6,50,50,32.5576,4,maps/50map.bmp,,,,
1,1.097,0,0,26,26,50,50,36.7696,4,maps/50mapAOR.bmp,,,,
1,658.909,0,0,915,89,1000,1000,919.318,4,maps/1000AOR_wObs.bmp,,,,
1,4.108,0,0,58,60,100,100,83.4506,4,maps/100map.bmp,,,,
1,621.179,0,0,904,895,1000,1000,1272.1,4,maps/1000Geometric.bmp,,,,
1,1.149,0,0,3,28,50,50,28.1603,4,maps/cross50.bmp,,,,
1,1.08,0,0,48,38,50,50,61.2209,4,maps/50map.bmp,,,,
1,1.076,0,0,35,18,50,50,39.3573,4,maps/50mapAOR.bmp,,,,
1,653.225,0,0,930,904,1000,1000,1296.96,4,maps/1000AOR_wObs.bmp,,,,
1,6.278,0,0,70,46,100,100,83.7616,4,maps/100map.bmp,,,,
1,637.231,0,0,997,476,1000,1000,1104.8,4,maps/1000Geometric.bmp,,,,
1,1.26,0,0,46,32,50,50,56.0357,4,maps/cross50.bmp,,,,
1,1.097,0,0,37,31,50,50,48.2701,4,maps/50map.bmp,,,,
1,1.043,0,0,19,26,50,50,32.2025,4,maps/50mapAOR.bmp,,,,
1,704.527,0,0,720,203,1000,1000,748.07,4,maps/1000AOR_wObs.bmp,,,,
1,7.969,0,0,54,9,100,100,54.7449,4,maps/100map.bmp,,,,
1,690.882,0,0,522,663,1000,1000,843.832,4,maps/1000Geometric.bmp,,,,
1,2.576,0,0,30,26,50,50,39.6989,4,maps/cross50.bmp,,,,
1,1.17,0,0,20,23,50,50,30.4795,4,maps/50map.bmp,,,,
1,1.484,0,0,21,27,50,50,34.2053,4,maps/50mapAOR.bmp,,,,
1,578.507,0,0,830,246,1000,1000,865.688,4,maps/1000AOR_wObs.bmp,,,,
1,10.92,0,0,29,78,100,100,83.2166,4,maps/100map.bmp,,,,
1,554.434,0,0,575,360,1000,1000,678.399,4,maps/1000Geometric.bmp,,,,
1,1.243,0,0,27,29,50,50,39.6232,4,maps/cross50.bmp,,,,
1,2.894,0,0,39,45,50,50,59.5483,4,maps/50map.bmp,,,,
1,1.279,0,0,37,14,50,50,39.5601,4,maps/50mapAOR.bmp,,,,
1,605.137,0,0,660,114,1000,1000,669.773,4,maps/1000AOR_wObs.bmp,,,,
1,4.747,0,0,69,1,100,100,69.0072,4,maps/100map.bmp,,,,
1,613.883,0,0,369,389,1000,1000,536.173,4,maps/1000Geometric.bmp,,,,
1,1.272,0,0,41,32,50,50,52.0096,4,maps/cross50.bmp,,,,
1,1.217,0,0,7,34,50,50,34.7131,4,maps/50map.bmp,,,,
1,1.35,0,0,12,34,50,50,36.0555,4,maps/50mapAOR.bmp,,,,
1,587.205,0,0,853,209,1000,1000,878.231,4,maps/1000AOR_wObs.bmp,,,,
1,4.452,0,0,78,24,100,100,81.6088,4,maps/100map.bmp,,,,
1,619.518,0,0,33,536,1000,1000,537.015,4,maps/1000Geometric.bmp,,,,
1,1.24,0,0,10,28,50,50,29.7321,4,maps/cross50.bmp,,,,
1,2.08,0,0,37,6,50,50,37.4833,4,maps/50map.bmp,,,,
1,1.828,0,0,25,32,50,50,40.6079,4,maps/50mapAOR.bmp,,,,
1,588.831,0,0,807,228,1000,1000,838.59,4,maps/1000AOR_wObs.bmp,,,,
1,6.251,0,0,48,21,100,100,52.3927,4,maps/100map.bmp,,,,
1,610.38,0,0,420,434,1000,1000,603.95,4,maps/1000Geometric.bmp,,,,
1,1.48,0,0,35,5,50,50,35.3553,4,maps/cross50.bmp,,,,
1,1.379,0,0,14,38,50,50,40.4969,4,maps/50map.bmp,,,,
1,1.19,0,0,24,16,50,50,28.8444,4,maps/50mapAOR.bmp,,,,
1,583.613,0,0,40,852,1000,1000,852.938,4,maps/1000AOR_wObs.bmp,,,,
1,4.51,0,0,46,24,100,100,51.8845,4,maps/100map.bmp,,,,
1,601.664,0,0,528,783,1000,1000,944.39,4,maps/1000Geometric.bmp,,,,
1,1.443,0,0,18,38,50,50,42.0476,4,maps/cross50.bmp,,,,
1,1.312,0,0,35,30,50,50,46.0977,4,maps/50map.bmp,,,,
1,1.26,0,0,34,28,50,50,44.0454,4,maps/50mapAOR.bmp,,,,
1,606.941,0,0,713,557,1000,1000,904.775,4,maps/1000AOR_wObs.bmp,,,,
1,5.135,0,0,75,62,100,100,97.3088,4,maps/100map.bmp,,,,
1,597.356,0,0,989,63,1000,1000,991.005,4,maps/1000Geometric.bmp,,,,
1,1.368,0,0,48,28,50,50,55.5698,4,maps/cross50.bmp,,,,
1,1.232,0,0,39,10,50,50,40.2616,4,maps/50map.bmp,,,,
1,1.244,0,0,25,39,50,50,46.3249,4,maps/50mapAOR.bmp,,,,
1,603.269,0,0,795,658,1000,1000,1031.98,4,maps/1000AOR_wObs.bmp,,,,
1,12.088,0,0,92,18,100,100,93.7443,4,maps/100map.bmp,,,,
1,524.451,0,0,670,993,1000,1000,1197.89,4,maps/1000Geometric.bmp,,,,
1,4.676,0,0,6,34,50,50,34.5254,4,maps/cross50.bmp,,,,
1,3.012,0,0,39,31,50,50,49.8197,4,maps/50map.bmp,,,,
1,1.328,0,0,37,12,50,50,38.8973,4,maps/50mapAOR.bmp,,,,
1,648.006,0,0,917,610,1000,1000,1101.36,4,maps/1000AOR_wObs.bmp,,,,
1,4.488,0,0,97,44,100,100,106.513,4,maps/100map.bmp,,,,
1,563.065,0,0,925,951,1000,1000,1326.66,4,maps/1000Geometric.bmp,,,,
1,1.376,0,0,47,22,50,50,51.8941,4,maps/cross50.bmp,,,,
1,1.312,0,0,41,19,50,50,45.1885,4,maps/50map.bmp,,,,
1,1.894,0,0,26,17,50,50,31.0644,4,maps/50mapAOR.bmp,,,,
1,622.83,0,0,697,851,1000,1000,1100,4,maps/1000AOR_wObs.bmp,,,,
1,5.234,0,0,36,36,100,100,50.9117,4,maps/100map.bmp,,,,
1,594.101,0,0,959,182,1000,1000,976.117,4,maps/1000Geometric.bmp,,,,
1,1.277,0,0,14,30,50,50,33.1059,4,maps/cross50.bmp,,,,
1,1.152,0,0,20,27,50,50,33.6006,4,maps/50map.bmp,,,,
1,1.21,0,0,24,33,50,50,40.8044,4,maps/50mapAOR.bmp,,,,
1,584.305,0,0,814,645,1000,1000,1038.57,4,maps/1000AOR_wObs.bmp,,,,
1,7.128,0,0,4,61,100,100,61.131,4,maps/100map.bmp,,,,
1,581.37,0,0,968,708,1000,1000,1199.29,4,maps/1000Geometric.bmp,,,,
1,1.227,0,0,17,36,50,50,39.8121,4,maps/cross50.bmp,,,,
