Success, Time Elapsed,Xstart,Ystart, Xend,Yend,Xlength, Ylength, PathDist, num threads, Filename,,,cores,Total time
1,1.07,0,0,26,32,50,50,41.2311,2,maps/50mapAOR.bmp,,,,
1,507.338,0,0,943,726,1000,1000,1190.09,2,maps/1000AOR_wObs.bmp,,,,
1,3.888,0,0,94,20,100,100,96.1041,2,maps/100map.bmp,,,,
1,542.048,0,0,815,401,1000,1000,908.309,2,maps/1000Geometric.bmp,,,,
1,1.183,0,0,12,23,50,50,25.9422,2,maps/cross50.bmp,,,,
1,1.072,0,0,44,15,50,50,46.4866,2,maps/50map.bmp,,,,
1,1.221,0,0,17,40,50,50,43.4626,2,maps/50mapAOR.bmp,,,,
1,507.171,0,0,588,287,1000,1000,654.303,2,maps/1000AOR_wObs.bmp,,,,
1,5.129,0,0,95,68,100,100,116.829,2,maps/100map.bmp,,,,
1,496.406,0,0,573,251,1000,1000,625.564,2,maps/1000Geometric.bmp,,,,
1,1.134,0,0,42,5,50,50,42.2966,2,maps/cross50.bmp,,,,
1,1.079,0,0,33,48,50,50,58.2495,2,maps/50map.bmp,,,,
1,1.046,0,0,26,38,50,50,46.0435,2,maps/50mapAOR.bmp,,,,
1,495.908,0,0,834,291,1000,1000,883.31,2,maps/1000AOR_wObs.bmp,,,,
1,4.073,0,0,7,71,100,100,71.3442,2,maps/100map.bmp,,,,
1,539.339,0,0,451,560,1000,1000,719.028,2,maps/1000Geometric.bmp,,,,
1,1.225,0,0,27,39,50,50,47.4342,2,maps/cross50.bmp,,,,
1,1.159,0,0,40,37,50,50,54.4885,2,maps/50map.bmp,,,,
1,1.049,0,0,25,16,50,50,29.6816,2,maps/50mapAOR.bmp,,,,
1,489.678,0,0,951,211,1000,1000,974.126,2,maps/1000AOR_wObs.bmp,,,,
1,3.965,0,0,5,69,100,100,69.1809,2,maps/100map.bmp,,,,
1,504.078,0,0,32,771,1000,1000,771.664,2,maps/1000Geometric.bmp,,,,
1,1.104,0,0,4,44,50,50,44.1814,2,maps/cross50.bmp,,,,
1,1.047,0,0,19,34,50,50,38.9487,2,maps/50map.bmp,,,,
1,1.031,0,0,13,27,50,50,29.9666,2,maps/50mapAOR.bmp,,,,
1,506.204,0,0,938,420,1000,1000,1027.74,2,maps/1000AOR_wObs.bmp,,,,
1,3.868,0,0,87,9,100,100,87.4643,2,maps/100map.bmp,,,,
1,510.922,0,0,71,626,1000,1000,630.013,2,maps/1000Geometric.bmp,,,,
1,1.156,0,0,11,48,50,50,49.2443,2,maps/cross50.bmp,,,,
1,1.067,0,0,37,12,50,50,38.8973,2,maps/50map.bmp,,,,
1,1.099,0,0,36,21,50,50,41.6773,2,maps/50mapAOR.bmp,,,,
1,490.973,0,0,949,109,1000,1000,955.239,2,maps/1000AOR_wObs.bmp,,,,
1,3.971,0,0,47,46,100,100,65.7647,2,maps/100map.bmp,,,,
1,503.188,0,0,919,831,1000,1000,1239,2,maps/1000Geometric.bmp,,,,
1,1.161,0,0,42,22,50,50,47.4131,2,maps/cross50.bmp,,,,
1,1.053,0,0,45,31,50,50,54.6443,2,maps/50map.bmp,,,,
1,1.072,0,0,12,22,50,50,25.0599,2,maps/50mapAOR.bmp,,,,
1,493.211,0,0,885,925,1000,1000,1280.18,2,maps/1000AOR_wObs.bmp,,,,
1,4.019,0,0,16,70,100,100,71.8053,2,maps/100map.bmp,,,,
1,525.422,0,0,191,749,1000,1000,772.97,2,maps/1000Geometric.bmp,,,,
1,1.189,0,0,19,26,50,50,32.2025,2,maps/cross50.bmp,,,,
1,1.039,0,0,25,7,50,50,25.9615,2,maps/50map.bmp,,,,
1,1.017,0,0,31,27,50,50,41.1096,2,maps/50mapAOR.bmp,,,,
1,513.421,0,0,445,938,1000,1000,1038.2,2,maps/1000AOR_wObs.bmp,,,,
1,4.061,0,0,55,7,100,100,55.4437,2,maps/100map.bmp,,,,
1,506.159,0,0,719,260,1000,1000,764.566,2,maps/1000Geometric.bmp,,,,
1,1.157,0,0,23,14,50,50,26.9258,2,maps/cross50.bmp,,,,
1,1.105,0,0,28,27,50,50,38.8973,2,maps/50map.bmp,,,,
1,1.053,0,0,18,25,50,50,30.8058,2,maps/50mapAOR.bmp,,,,
1,492.579,0,0,682,942,1000,1000,1162.97,2,maps/1000AOR_wObs.bmp,,,,
1,3.941,0,0,36,52,100,100,63.2456,2,maps/100map.bmp,,,,
1,492.026,0,0,197,740,1000,1000,765.773,2,maps/1000Geometric.bmp,,,,
1,1.109,0,0,43,25,50,50,49.7393,2,maps/cross50.bmp,,,,
1,1.023,0,0,31,46,50,50,55.4707,2,maps/50map.bmp,,,,
1,1.043,0,0,22,33,50,50,39.6611,2,maps/50mapAOR.bmp,,,,
1,532.312,0,0,96,740,1000,1000,746.201,2,maps/1000AOR_wObs.bmp,,,,
1,4.273,0,0,80,50,100,100,94.3398,2,maps/100map.bmp,,,,
1,529.766,0,0,66,610,1000,1000,613.56,2,maps/1000Geometric.bmp,,,,
1,1.195,0,0,25,25,50,50,35.3553,2,maps/cross50.bmp,,,,
1,1.029,0,0,31,21,50,50,37.4433,2,maps/50map.bmp,,,,
1,1.014,0,0,38,14,50,50,40.4969,2,maps/50mapAOR.bmp,,,,
1,499.686,0,0,340,947,1000,1000,1006.19,2,maps/1000AOR_wObs.bmp,,,,
1,4.04,0,0,97,13,100,100,97.8673,2,maps/100map.bmp,,,,
1,489.753,0,0,807,4,1000,1000,807.01,2,maps/1000Geometric.bmp,,,,
1,1.144,0,0,40,5,50,50,40.3113,2,maps/cross50.bmp,,,,
1,1.036,0,0,8,41,50,50,41.7732,2,maps/50map.bmp,,,,
1,1.052,0,0,17,21,50,50,27.0185,2,maps/50mapAOR.bmp,,,,
1,488.99,0,0,819,703,1000,1000,1079.34,2,maps/1000AOR_wObs.bmp,,,,
1,3.898,0,0,93,8,100,100,93.3435,2,maps/100map.bmp,,,,
1,481.258,0,0,972,556,1000,1000,1119.79,2,maps/1000Geometric.bmp,,,,
1,1.212,0,0,44,25,50,50,50.6063,2,maps/cross50.bmp,,,,
1,1.032,0,0,19,32,50,50,37.2156,2,maps/50map.bmp,,,,
1,1.013,0,0,13,35,50,50,37.3363,2,maps/50mapAOR.bmp,,,,
1,476.005,0,0,48,845,1000,1000,846.362,2,maps/1000AOR_wObs.bmp,,,,
1,4.114,0,0,85,4,100,100,85.0941,2,maps/100map.bmp,,,,
1,520.947,0,0,758,147,1000,1000,772.122,2,maps/1000Geometric.bmp,,,,
1,1.286,0,0,40,26,50,50,47.7074,2,maps/cross50.bmp,,,,
1,1.122,0,0,32,6,50,50,32.5576,2,maps/50map.bmp,,,,
1,1.071,0,0,26,26,50,50,36.7696,2,maps/50mapAOR.bmp,,,,
1,555.307,0,0,915,89,1000,1000,919.318,2,maps/1000AOR_wObs.bmp,,,,
1,3.999,0,0,58,60,100,100,83.4506,2,maps/100map.bmp,,,,
1,497.004,0,0,904,895,1000,1000,1272.1,2,maps/1000Geometric.bmp,,,,
1,1.142,0,0,3,28,50,50,28.1603,2,maps/cross50.bmp,,,,
1,1.076,0,0,48,38,50,50,61.2209,2,maps/50map.bmp,,,,
1,1.05,0,0,35,18,50,50,39.3573,2,maps/50mapAOR.bmp,,,,
1,473.477,0,0,930,904,1000,1000,1296.96,2,maps/1000AOR_wObs.bmp,,,,
1,4.014,0,0,70,46,100,100,83.7616,2,maps/100map.bmp,,,,
1,514.247,0,0,997,476,1000,1000,1104.8,2,maps/1000Geometric.bmp,,,,
1,1.135,0,0,46,32,50,50,56.0357,2,maps/cross50.bmp,,,,
1,1.061,0,0,37,31,50,50,48.2701,2,maps/50map.bmp,,,,
1,1.075,0,0,19,26,50,50,32.2025,2,maps/50mapAOR.bmp,,,,
1,521.124,0,0,720,203,1000,1000,748.07,2,maps/1000AOR_wObs.bmp,,,,
1,4.088,0,0,54,9,100,100,54.7449,2,maps/100map.bmp,,,,
1,506.018,0,0,522,663,1000,1000,843.832,2,maps/1000Geometric.bmp,,,,
1,1.312,0,0,30,26,50,50,39.6989,2,maps/cross50.bmp,,,,
1,1.017,0,0,20,23,50,50,30.4795,2,maps/50map.bmp,,,,
1,1.065,0,0,21,27,50,50,34.2053,2,maps/50mapAOR.bmp,,,,
1,499.255,0,0,830,246,1000,1000,865.688,2,maps/1000AOR_wObs.bmp,,,,
1,4.578,0,0,29,78,100,100,83.2166,2,maps/100map.bmp,,,,
1,473.211,0,0,575,360,1000,1000,678.399,2,maps/1000Geometric.bmp,,,,
1,1.334,0,0,27,29,50,50,39.6232,2,maps/cross50.bmp,,,,
1,1.284,0,0,39,45,50,50,59.5483,2,maps/50map.bmp,,,,
1,1.042,0,0,37,14,50,50,39.5601,2,maps/50mapAOR.bmp,,,,
1,456.839,0,0,660,114,1000,1000,669.773,2,maps/1000AOR_wObs.bmp,,,,
1,4.403,0,0,69,1,100,100,69.0072,2,maps/100map.bmp,,,,
1,457.754,0,0,369,389,1000,1000,536.173,2,maps/1000Geometric.bmp,,,,
1,1.412,0,0,41,32,50,50,52.0096,2,maps/cross50.bmp,,,,
1,1.266,0,0,7,34,50,50,34.7131,2,maps/50map.bmp,,,,
1,1.043,0,0,12,34,50,50,36.0555,2,maps/50mapAOR.bmp,,,,
1,463.445,0,0,853,209,1000,1000,878.231,2,maps/1000AOR_wObs.bmp,,,,
1,4.059,0,0,78,24,100,100,81.6088,2,maps/100map.bmp,,,,
1,492.839,0,0,33,536,1000,1000,537.015,2,maps/1000Geometric.bmp,,,,
1,1.178,0,0,10,28,50,50,29.7321,2,maps/cross50.bmp,,,,
1,1.09,0,0,37,6,50,50,37.4833,2,maps/50map.bmp,,,,
1,1.061,0,0,25,32,50,50,40.6079,2,maps/50mapAOR.bmp,,,,
1,484.277,0,0,807,228,1000,1000,838.59,2,maps/1000AOR_wObs.bmp,,,,
1,4.084,0,0,48,21,100,100,52.3927,2,maps/100map.bmp,,,,
1,460.728,0,0,420,434,1000,1000,603.95,2,maps/1000Geometric.bmp,,,,
1,1.207,0,0,35,5,50,50,35.3553,2,maps/cross50.bmp,,,,
1,1.058,0,0,14,38,50,50,40.4969,2,maps/50map.bmp,,,,
1,1.023,0,0,24,16,50,50,28.8444,2,maps/50mapAOR.bmp,,,,
1,455.294,0,0,40,852,1000,1000,852.938,2,maps/1000AOR_wObs.bmp,,,,
1,3.889,0,0,46,24,100,100,51.8845,2,maps/100map.bmp,,,,
1,466.892,0,0,528,783,1000,1000,944.39,2,maps/1000Geometric.bmp,,,,
1,1.12,0,0,18,38,50,50,42.0476,2,maps/cross50.bmp,,,,
1,1.038,0,0,35,30,50,50,46.0977,2,maps/50map.bmp,,,,
1,1.029,0,0,34,28,50,50,44.0454,2,maps/50mapAOR.bmp,,,,
1,486.97,0,0,713,557,1000,1000,904.775,2,maps/1000AOR_wObs.bmp,,,,
1,3.992,0,0,75,62,100,100,97.3088,2,maps/100map.bmp,,,,
1,491.807,0,0,989,63,1000,1000,991.005,2,maps/1000Geometric.bmp,,,,
1,1.129,0,0,48,28,50,50,55.5698,2,maps/cross50.bmp,,,,
1,1.029,0,0,39,10,50,50,40.2616,2,maps/50map.bmp,,,,
1,1.011,0,0,25,39,50,50,46.3249,2,maps/50mapAOR.bmp,,,,
1,478.809,0,0,795,658,1000,1000,1031.98,2,maps/1000AOR_wObs.bmp,,,,
1,4.068,0,0,92,18,100,100,93.7443,2,maps/100map.bmp,,,,
1,476.588,0,0,670,993,1000,1000,1197.89,2,maps/1000Geometric.bmp,,,,
1,1.103,0,0,6,34,50,50,34.5254,2,maps/cross50.bmp,,,,
1,1.023,0,0,39,31,50,50,49.8197,2,maps/50map.bmp,,,,
1,1.116,0,0,37,12,50,50,38.8973,2,maps/50mapAOR.bmp,,,,
1,511.4,0,0,917,610,1000,1000,1101.36,2,maps/1000AOR_wObs.bmp,,,,
1,3.966,0,0,97,44,100,100,106.513,2,maps/100map.bmp,,,,
1,485.144,0,0,925,951,1000,1000,1326.66,2,maps/1000Geometric.bmp,,,,
1,1.162,0,0,47,22,50,50,51.8941,2,maps/cross50.bmp,,,,
1,1.101,0,0,41,19,50,50,45.1885,2,maps/50map.bmp,,,,
1,1.031,0,0,26,17,50,50,31.0644,2,maps/50mapAOR.bmp,,,,
1,504.055,0,0,697,851,1000,1000,1100,2,maps/1000AOR_wObs.bmp,,,,
1,4.034,0,0,36,36,100,100,50.9117,2,maps/100map.bmp,,,,
1,511.779,0,0,959,182,1000,1000,976.117,2,maps/1000Geometric.bmp,,,,
1,1.147,0,0,14,30,50,50,33.1059,2,maps/cross50.bmp,,,,
1,1.051,0,0,20,27,50,50,33.6006,2,maps/50map.bmp,,,,
1,1.039,0,0,24,33,50,50,40.8044,2,maps/50mapAOR.bmp,,,,
1,461.071,0,0,814,645,1000,1000,1038.57,2,maps/1000AOR_wObs.bmp,,,,
1,4.116,0,0,4,61,100,100,61.131,2,maps/100map.bmp,,,,
1,509.742,0,0,968,708,1000,1000,1199.29,2,maps/1000Geometric.bmp,,,,
1,1.221,0,0,17,36,50,50,39.8121,2,maps/cross50.bmp,,,,
1,1.088,0,0,6,26,50,50,26.6833,2,maps/50map.bmp,,,,
1,1.058,0,0,28,20,50,50,34.4093,2,maps/50mapAOR.bmp,,,,
1,448.299,0,0,712,890,1000,1000,1139.76,2,maps/1000AOR_wObs.bmp,,,,
1,3.962,0,0,95,39,100,100,102.694,2,maps/100map.bmp,,,,
1,511.749,0,0,996,471,1000,1000,1101.75,2,maps/1000Geometric.bmp,,,,
1,1.219,0,0,8,24,50,50,25.2982,2,maps/cross50.bmp,,,,
1,1.218,0,0,42,30,50,50,51.614,2,maps/50map.bmp,,,,
1,1.066,0,0,11,31,50,50,32.8938,2,maps/50mapAOR.bmp,,,,
1,474.917,0,0,718,183,1000,1000,740.954,2,maps/1000AOR_wObs.bmp,,,,
1,3.911,0,0,46,44,100,100,63.6553,2,maps/100map.bmp,,,,
1,489.929,0,0,532,109,1000,1000,543.052,2,maps/1000Geometric.bmp,,,,
1,1.121,0,0,41,4,50,50,41.1947,2,maps/cross50.bmp,,,,
1,1.068,0,0,34,36,50,50,49.5177,2,maps/50map.bmp,,,,
1,1.032,0,0,15,38,50,50,40.8534,2,maps/50mapAOR.bmp,,,,
1,513.937,0,0,625,828,1000,1000,1037.4,2,maps/1000AOR_wObs.bmp,,,,
1,4.069,0,0,69,7,100,100,69.3542,2,maps/100map.bmp,,,,
1,461.507,0,0,291,853,1000,1000,901.271,2,maps/1000Geometric.bmp,,,,
1,1.119,0,0,2,38,50,50,38.0526,2,maps/cross50.bmp,,,,
1,1.018,0,0,41,4,50,50,41.1947,2,maps/50map.bmp,,,,
1,1.009,0,0,29,40,50,50,49.4065,2,maps/50mapAOR.bmp,,,,
1,509.593,0,0,936,866,1000,1000,1275.17,2,maps/1000AOR_wObs.bmp,,,,
1,4.066,0,0,88,58,100,100,105.394,2,maps/100map.bmp,,,,
1,508.095,0,0,673,987,1000,1000,1194.61,2,maps/1000Geometric.bmp,,,,
1,1.276,0,0,30,49,50,50,57.4543,2,maps/cross50.bmp,,,,
1,1.097,0,0,13,22,50,50,25.5539,2,maps/50map.bmp,,,,
1,1.159,0,0,16,34,50,50,37.5766,2,maps/50mapAOR.bmp,,,,
1,510.046,0,0,705,715,1000,1000,1004.12,2,maps/1000AOR_wObs.bmp,,,,
1,4.176,0,0,46,35,100,100,57.8014,2,maps/100map.bmp,,,,
1,519.233,0,0,930,841,1000,1000,1253.87,2,maps/1000Geometric.bmp,,,,
1,1.107,0,0,44,12,50,50,45.607,2,maps/cross50.bmp,,,,
1,1.065,0,0,26,44,50,50,51.1077,2,maps/50map.bmp,,,,
1,1.038,0,0,24,17,50,50,29.4109,2,maps/50mapAOR.bmp,,,,
1,460.449,0,0,824,198,1000,1000,847.455,2,maps/1000AOR_wObs.bmp,,,,
1,4.03,0,0,58,38,100,100,69.3397,2,maps/100map.bmp,,,,
1,529.726,0,0,667,249,1000,1000,711.962,2,maps/1000Geometric.bmp,,,,
1,1.145,0,0,17,49,50,50,51.8652,2,maps/cross50.bmp,,,,
1,1.03,0,0,45,19,50,50,48.8467,2,maps/50map.bmp,,,,
1,1.032,0,0,11,26,50,50,28.2312,2,maps/50mapAOR.bmp,,,,
1,503.499,0,0,797,91,1000,1000,802.178,2,maps/1000AOR_wObs.bmp,,,,
1,4.14,0,0,3,81,100,100,81.0555,2,maps/100map.bmp,,,,
1,486.042,0,0,992,140,1000,1000,1001.83,2,maps/1000Geometric.bmp,,,,
1,1.138,0,0,13,43,50,50,44.9222,2,maps/cross50.bmp,,,,
1,1.04,0,0,48,22,50,50,52.8015,2,maps/50map.bmp,,,,
1,1.025,0,0,33,22,50,50,39.6611,2,maps/50mapAOR.bmp,,,,
1,468.404,0,0,674,373,1000,1000,770.328,2,maps/1000AOR_wObs.bmp,,,,
1,4.996,0,0,69,21,100,100,72.1249,2,maps/100map.bmp,,,,
1,498.762,0,0,10,726,1000,1000,726.069,2,maps/1000Geometric.bmp,,,,
1,1.235,0,0,47,8,50,50,47.676,2,maps/cross50.bmp,,,,
1,1.083,0,0,39,30,50,50,49.2037,2,maps/50map.bmp,,,,
1,1.108,0,0,16,28,50,50,32.249,2,maps/50mapAOR.bmp,,,,
1,499.063,0,0,822,221,1000,1000,851.19,2,maps/1000AOR_wObs.bmp,,,,
1,4.086,0,0,90,88,100,100,125.873,2,maps/100map.bmp,,,,
1,481.593,0,0,202,723,1000,1000,750.688,2,maps/1000Geometric.bmp,,,,
1,1.12,0,0,23,37,50,50,43.566,2,maps/cross50.bmp,,,,
1,1.053,0,0,44,24,50,50,50.1199,2,maps/50map.bmp,,,,
1,1.021,0,0,13,30,50,50,32.6956,2,maps/50mapAOR.bmp,,,,
1,483.439,0,0,950,743,1000,1000,1206.05,2,maps/1000AOR_wObs.bmp,,,,
1,4.062,0,0,37,37,100,100,52.3259,2,maps/100map.bmp,,,,
1,449.491,0,0,461,781,1000,1000,906.908,2,maps/1000Geometric.bmp,,,,
1,1.196,0,0,40,32,50,50,51.225,2,maps/cross50.bmp,,,,
1,1.109,0,0,41,31,50,50,51.4004,2,maps/50map.bmp,,,,
1,1.027,0,0,21,24,50,50,31.8904,2,maps/50mapAOR.bmp,,,,
1,481.984,0,0,67,847,1000,1000,849.646,2,maps/1000AOR_wObs.bmp,,,,
1,3.902,0,0,60,53,100,100,80.0562,2,maps/100map.bmp,,,,
1,494.191,0,0,267,544,1000,1000,605.991,2,maps/1000Geometric.bmp,,,,
1,1.139,0,0,44,30,50,50,53.2541,2,maps/cross50.bmp,,,,
1,1.043,0,0,47,14,50,50,49.0408,2,maps/50map.bmp,,,,
1,1.02,0,0,26,23,50,50,34.7131,2,maps/50mapAOR.bmp,,,,
1,482.219,0,0,947,354,1000,1000,1011,2,maps/1000AOR_wObs.bmp,,,,
1,4.132,0,0,92,98,100,100,134.417,2,maps/100map.bmp,,,,
1,488.898,0,0,339,689,1000,1000,767.882,2,maps/1000Geometric.bmp,,,,
1,1.145,0,0,8,37,50,50,37.855,2,maps/cross50.bmp,,,,
1,1.041,0,0,29,24,50,50,37.6431,2,maps/50map.bmp,,,,
1,1.022,0,0,27,23,50,50,35.4683,2,maps/50mapAOR.bmp,,,,
1,548.744,0,0,708,794,1000,1000,1063.81,2,maps/1000AOR_wObs.bmp,,,,
1,4.322,0,0,52,91,100,100,104.809,2,maps/100map.bmp,,,,
1,496.37,0,0,905,852,1000,1000,1242.95,2,maps/1000Geometric.bmp,,,,
1,1.176,0,0,25,23,50,50,33.9706,2,maps/cross50.bmp,,,,
1,1.056,0,0,7,32,50,50,32.7567,2,maps/50map.bmp,,,,
1,1.045,0,0,30,16,50,50,34,2,maps/50mapAOR.bmp,,,,
1,502.698,0,0,717,715,1000,1000,1012.58,2,maps/1000AOR_wObs.bmp,,,,
1,4.345,0,0,46,60,100,100,75.6042,2,maps/100map.bmp,,,,
1,507.171,0,0,381,402,1000,1000,553.864,2,maps/1000Geometric.bmp,,,,
1,1.176,0,0,33,35,50,50,48.1041,2,maps/cross50.bmp,,,,
1,1.072,0,0,44,37,50,50,57.4891,2,maps/50map.bmp,,,,
1,1.02,0,0,22,18,50,50,28.4253,2,maps/50mapAOR.bmp,,,,
1,475.561,0,0,721,91,1000,1000,726.72,2,maps/1000AOR_wObs.bmp,,,,
1,4.672,0,0,25,53,100,100,58.6003,2,maps/100map.bmp,,,,
1,506.062,0,0,808,131,1000,1000,818.551,2,maps/1000Geometric.bmp,,,,
1,1.154,0,0,45,21,50,50,49.6588,2,maps/cross50.bmp,,,,
1,1.04,0,0,18,44,50,50,47.5395,2,maps/50map.bmp,,,,
1,1.055,0,0,36,28,50,50,45.607,2,maps/50mapAOR.bmp,,,,
1,515.867,0,0,925,641,1000,1000,1125.39,2,maps/1000AOR_wObs.bmp,,,,
1,4.166,0,0,26,90,100,100,93.6803,2,maps/100map.bmp,,,,
1,471.649,0,0,234,514,1000,1000,564.758,2,maps/1000Geometric.bmp,,,,
1,1.204,0,0,13,34,50,50,36.4005,2,maps/cross50.bmp,,,,
1,1.109,0,0,48,12,50,50,49.4773,2,maps/50map.bmp,,,,
1,1.042,0,0,34,23,50,50,41.0488,2,maps/50mapAOR.bmp,,,,
1,479.402,0,0,638,878,1000,1000,1085.32,2,maps/1000AOR_wObs.bmp,,,,
1,4.258,0,0,93,17,100,100,94.541,2,maps/100map.bmp,,,,
1,470.152,0,0,184,703,1000,1000,726.681,2,maps/1000Geometric.bmp,,,,
1,1.171,0,0,22,18,50,50,28.4253,2,maps/cross50.bmp,,,,
1,1.069,0,0,37,22,50,50,43.0465,2,maps/50map.bmp,,,,
1,1.086,0,0,35,24,50,50,42.4382,2,maps/50mapAOR.bmp,,,,
1,510.125,0,0,907,143,1000,1000,918.204,2,maps/1000AOR_wObs.bmp,,,,
1,3.981,0,0,53,87,100,100,101.872,2,maps/100map.bmp,,,,
1,520.943,0,0,262,552,1000,1000,611.022,2,maps/1000Geometric.bmp,,,,
1,1.1,0,0,37,25,50,50,44.6542,2,maps/cross50.bmp,,,,
1,1.016,0,0,12,35,50,50,37,2,maps/50map.bmp,,,,
1,1.005,0,0,35,22,50,50,41.3401,2,maps/50mapAOR.bmp,,,,
1,495.361,0,0,933,267,1000,1000,970.452,2,maps/1000AOR_wObs.bmp,,,,
1,4.21,0,0,26,58,100,100,63.561,2,maps/100map.bmp,,,,
1,504.486,0,0,678,239,1000,1000,718.892,2,maps/1000Geometric.bmp,,,,
1,1.12,0,0,48,40,50,50,62.482,2,maps/cross50.bmp,,,,
1,1.029,0,0,33,35,50,50,48.1041,2,maps/50map.bmp,,,,
1,1.033,0,0,22,28,50,50,35.609,2,maps/50mapAOR.bmp,,,,
1,512.401,0,0,653,88,1000,1000,658.903,2,maps/1000AOR_wObs.bmp,,,,
1,4.564,0,0,31,95,100,100,99.93,2,maps/100map.bmp,,,,
1,491.37,0,0,13,954,1000,1000,954.089,2,maps/1000Geometric.bmp,,,,
1,1.194,0,0,25,45,50,50,51.4782,2,maps/cross50.bmp,,,,
1,1.103,0,0,11,33,50,50,34.7851,2,maps/50map.bmp,,,,
1,1.064,0,0,15,40,50,50,42.72,2,maps/50mapAOR.bmp,,,,
1,495.314,0,0,809,703,1000,1000,1071.77,2,maps/1000AOR_wObs.bmp,,,,
1,3.851,0,0,70,24,100,100,74,2,maps/100map.bmp,,,,
1,510.016,0,0,992,603,1000,1000,1160.89,2,maps/1000Geometric.bmp,,,,
1,1.123,0,0,47,8,50,50,47.676,2,maps/cross50.bmp,,,,
1,1.031,0,0,13,44,50,50,45.8803,2,maps/50map.bmp,,,,
1,1.125,0,0,36,25,50,50,43.8292,2,maps/50mapAOR.bmp,,,,
1,484.038,0,0,935,892,1000,1000,1292.24,2,maps/1000AOR_wObs.bmp,,,,
1,4.154,0,0,77,39,100,100,86.3134,2,maps/100map.bmp,,,,
1,514.541,0,0,944,683,1000,1000,1165.17,2,maps/1000Geometric.bmp,,,,
1,1.114,0,0,23,35,50,50,41.8808,2,maps/cross50.bmp,,,,
1,1.042,0,0,44,25,50,50,50.6063,2,maps/50map.bmp,,,,
1,1.017,0,0,21,36,50,50,41.6773,2,maps/50mapAOR.bmp,,,,
1,477.003,0,0,39,639,1000,1000,640.189,2,maps/1000AOR_wObs.bmp,,,,
1,3.908,0,0,13,92,100,100,92.9139,2,maps/100map.bmp,,,,
1,506.364,0,0,563,766,1000,1000,950.645,2,maps/1000Geometric.bmp,,,,
1,1.107,0,0,35,48,50,50,59.4054,2,maps/cross50.bmp,,,,
1,1.05,0,0,43,33,50,50,54.2033,2,maps/50map.bmp,,,,
1,1.014,0,0,14,40,50,50,42.3792,2,maps/50mapAOR.bmp,,,,
1,513.122,0,0,935,255,1000,1000,969.149,2,maps/1000AOR_wObs.bmp,,,,
1,4.198,0,0,34,67,100,100,75.1332,2,maps/100map.bmp,,,,
1,498.545,0,0,669,119,1000,1000,679.501,2,maps/1000Geometric.bmp,,,,
1,1.245,0,0,48,15,50,50,50.2892,2,maps/cross50.bmp,,,,
1,1.066,0,0,22,44,50,50,49.1935,2,maps/50map.bmp,,,,
1,1.04,0,0,15,31,50,50,34.4384,2,maps/50mapAOR.bmp,,,,
1,499.467,0,0,868,929,1000,1000,1271.4,2,maps/1000AOR_wObs.bmp,,,,
1,4.081,0,0,53,91,100,100,105.309,2,maps/100map.bmp,,,,
1,474.224,0,0,794,958,1000,1000,1244.27,2,maps/1000Geometric.bmp,,,,
1,1.059,0,0,20,18,50,50,26.9072,2,maps/cross50.bmp,,,,
1,1.028,0,0,27,4,50,50,27.2947,2,maps/50map.bmp,,,,
1,1.013,0,0,29,39,50,50,48.6004,2,maps/50mapAOR.bmp,,,,
1,478.187,0,0,39,779,1000,1000,779.976,2,maps/1000AOR_wObs.bmp,,,,
1,3.911,0,0,61,4,100,100,61.131,2,maps/100map.bmp,,,,
1,516.085,0,0,412,604,1000,1000,731.136,2,maps/1000Geometric.bmp,,,,
1,1.242,0,0,46,38,50,50,59.6657,2,maps/cross50.bmp,,,,
1,1.064,0,0,30,47,50,50,55.7584,2,maps/50map.bmp,,,,
1,1.176,0,0,31,19,50,50,36.3593,2,maps/50mapAOR.bmp,,,,
1,502.158,0,0,912,316,1000,1000,965.194,2,maps/1000AOR_wObs.bmp,,,,
1,4.113,0,0,71,75,100,100,103.276,2,maps/100map.bmp,,,,
1,515.531,0,0,43,726,1000,1000,727.272,2,maps/1000Geometric.bmp,,,,
1,1.181,0,0,23,20,50,50,30.4795,2,maps/cross50.bmp,,,,
1,1.086,0,0,25,3,50,50,25.1794,2,maps/50map.bmp,,,,
1,1.189,0,0,38,18,50,50,42.0476,2,maps/50mapAOR.bmp,,,,
1,496.06,0,0,892,114,1000,1000,899.255,2,maps/1000AOR_wObs.bmp,,,,
1,4.408,0,0,75,48,100,100,89.0449,2,maps/100map.bmp,,,,
1,523.879,0,0,662,118,1000,1000,672.434,2,maps/1000Geometric.bmp,,,,
1,1.267,0,0,28,14,50,50,31.305,2,maps/cross50.bmp,,,,
1,1.168,0,0,29,27,50,50,39.6232,2,maps/50map.bmp,,,,
1,1.136,0,0,17,23,50,50,28.6007,2,maps/50mapAOR.bmp,,,,
1,489.502,0,0,586,315,1000,1000,665.298,2,maps/1000AOR_wObs.bmp,,,,
1,4.085,0,0,47,48,100,100,67.1789,2,maps/100map.bmp,,,,
1,503.313,0,0,733,27,1000,1000,733.497,2,maps/1000Geometric.bmp,,,,
1,1.147,0,0,42,11,50,50,43.4166,2,maps/cross50.bmp,,,,
1,1.066,0,0,40,46,50,50,60.959,2,maps/50map.bmp,,,,
1,1.068,0,0,23,23,50,50,32.5269,2,maps/50mapAOR.bmp,,,,
