Success, Time Elapsed,Xstart,Ystart, Xend,Yend,Xlength, Ylength, PathDist, num threads, Filename,,,Threads,Run time(sec)
1,3.385,0,0,27,87,100,100,91.0934,3,maps/100map.bmp,,,,
1,321.801,0,0,97,994,1000,1000,998.722,3,maps/1000Geometric.bmp,,,,
1,0.764,0,0,41,41,50,50,57.9828,3,maps/cross50.bmp,,,,
1,0.671,0,0,34,6,50,50,34.5254,3,maps/50map.bmp,,,,
1,0.73,0,0,15,38,50,50,40.8534,3,maps/50mapAOR.bmp,,,,
1,344.328,0,0,950,490,1000,1000,1068.92,3,maps/1000AOR_wObs.bmp,,,,
1,2.896,0,0,3,66,100,100,66.0681,3,maps/100map.bmp,,,,
1,379.842,0,0,276,705,1000,1000,757.1,3,maps/1000Geometric.bmp,,,,
1,0.81,0,0,33,0,50,50,33,3,maps/cross50.bmp,,,,
1,0.709,0,0,32,35,50,50,47.4236,3,maps/50map.bmp,,,,
1,0.681,0,0,24,38,50,50,44.9444,3,maps/50mapAOR.bmp,,,,
1,323.421,0,0,699,412,1000,1000,811.385,3,maps/1000AOR_wObs.bmp,,,,
1,3.478,0,0,95,58,100,100,111.306,3,maps/100map.bmp,,,,
1,373.409,0,0,257,809,1000,1000,848.84,3,maps/1000Geometric.bmp,,,,
1,0.822,0,0,42,49,50,50,64.5368,3,maps/cross50.bmp,,,,
1,0.696,0,0,40,14,50,50,42.3792,3,maps/50map.bmp,,,,
1,0.685,0,0,30,38,50,50,48.4149,3,maps/50mapAOR.bmp,,,,
1,324.918,0,0,162,927,1000,1000,941.049,3,maps/1000AOR_wObs.bmp,,,,
1,3.811,0,0,79,43,100,100,89.9444,3,maps/100map.bmp,,,,
1,368.284,0,0,311,862,1000,1000,916.387,3,maps/1000Geometric.bmp,,,,
1,1.12,0,0,26,31,50,50,40.4599,3,maps/cross50.bmp,,,,
1,0.694,0,0,30,23,50,50,37.8021,3,maps/50map.bmp,,,,
1,0.722,0,0,32,26,50,50,41.2311,3,maps/50mapAOR.bmp,,,,
1,327.743,0,0,689,716,1000,1000,993.668,3,maps/1000AOR_wObs.bmp,,,,
1,2.831,0,0,74,98,100,100,122.801,3,maps/100map.bmp,,,,
1,387.417,0,0,450,720,1000,1000,849.058,3,maps/1000Geometric.bmp,,,,
1,0.866,0,0,4,45,50,50,45.1774,3,maps/cross50.bmp,,,,
1,0.735,0,0,45,27,50,50,52.4786,3,maps/50map.bmp,,,,
1,0.782,0,0,26,27,50,50,37.4833,3,maps/50mapAOR.bmp,,,,
1,313.763,0,0,78,854,1000,1000,857.555,3,maps/1000AOR_wObs.bmp,,,,
1,3.56,0,0,44,60,100,100,74.4043,3,maps/100map.bmp,,,,
1,321.657,0,0,961,979,1000,1000,1371.85,3,maps/1000Geometric.bmp,,,,
1,1.4,0,0,38,48,50,50,61.2209,3,maps/cross50.bmp,,,,
1,0.774,0,0,40,18,50,50,43.8634,3,maps/50map.bmp,,,,
1,1.282,0,0,21,37,50,50,42.5441,3,maps/50mapAOR.bmp,,,,
1,315.295,0,0,910,132,1000,1000,919.524,3,maps/1000AOR_wObs.bmp,,,,
1,5.349,0,0,13,80,100,100,81.0494,3,maps/100map.bmp,,,,
1,365.655,0,0,579,627,1000,1000,853.446,3,maps/1000Geometric.bmp,,,,
1,1.408,0,0,27,0,50,50,27,3,maps/cross50.bmp,,,,
1,0.765,0,0,7,34,50,50,34.7131,3,maps/50map.bmp,,,,
1,1.087,0,0,31,21,50,50,37.4433,3,maps/50mapAOR.bmp,,,,
1,300.802,0,0,49,823,1000,1000,824.457,3,maps/1000AOR_wObs.bmp,,,,
1,6.588,0,0,94,4,100,100,94.0851,3,maps/100map.bmp,,,,
1,351.143,0,0,403,492,1000,1000,635.982,3,maps/1000Geometric.bmp,,,,
1,1.42,0,0,47,47,50,50,66.468,3,maps/cross50.bmp,,,,
1,0.786,0,0,47,32,50,50,56.8595,3,maps/50map.bmp,,,,
1,1.595,0,0,28,37,50,50,46.4004,3,maps/50mapAOR.bmp,,,,
1,305.446,0,0,43,908,1000,1000,909.018,3,maps/1000AOR_wObs.bmp,,,,
1,4.911,0,0,16,80,100,100,81.5843,3,maps/100map.bmp,,,,
1,418.002,0,0,649,258,1000,1000,698.402,3,maps/1000Geometric.bmp,,,,
1,1.207,0,0,36,6,50,50,36.4966,3,maps/cross50.bmp,,,,
1,0.792,0,0,27,35,50,50,44.2041,3,maps/50map.bmp,,,,
1,1.289,0,0,37,31,50,50,48.2701,3,maps/50mapAOR.bmp,,,,
1,323.152,0,0,625,815,1000,1000,1027.06,3,maps/1000AOR_wObs.bmp,,,,
1,4.155,0,0,78,66,100,100,102.176,3,maps/100map.bmp,,,,
1,396.163,0,0,775,303,1000,1000,832.126,3,maps/1000Geometric.bmp,,,,
1,1.224,0,0,24,45,50,50,51,3,maps/cross50.bmp,,,,
1,0.777,0,0,21,24,50,50,31.8904,3,maps/50map.bmp,,,,
1,1.426,0,0,22,37,50,50,43.0465,3,maps/50mapAOR.bmp,,,,
1,330.055,0,0,817,360,1000,1000,892.798,3,maps/1000AOR_wObs.bmp,,,,
1,3.023,0,0,79,91,100,100,120.507,3,maps/100map.bmp,,,,
1,400.436,0,0,644,543,1000,1000,842.369,3,maps/1000Geometric.bmp,,,,
1,0.928,0,0,40,9,50,50,41,3,maps/cross50.bmp,,,,
1,0.733,0,0,26,47,50,50,53.7122,3,maps/50map.bmp,,,,
1,0.722,0,0,27,19,50,50,33.0151,3,maps/50mapAOR.bmp,,,,
1,336.731,0,0,470,900,1000,1000,1015.33,3,maps/1000AOR_wObs.bmp,,,,
1,2.814,0,0,43,47,100,100,63.7024,3,maps/100map.bmp,,,,
1,328.246,0,0,923,644,1000,1000,1125.46,3,maps/1000Geometric.bmp,,,,
1,1.58,0,0,21,31,50,50,37.4433,3,maps/cross50.bmp,,,,
1,0.768,0,0,9,29,50,50,30.3645,3,maps/50map.bmp,,,,
1,1.549,0,0,21,34,50,50,39.9625,3,maps/50mapAOR.bmp,,,,
1,311.997,0,0,711,167,1000,1000,730.349,3,maps/1000AOR_wObs.bmp,,,,
1,5.076,0,0,29,65,100,100,71.1758,3,maps/100map.bmp,,,,
1,351.703,0,0,318,420,1000,1000,526.805,3,maps/1000Geometric.bmp,,,,
1,1.589,0,0,21,39,50,50,44.2945,3,maps/cross50.bmp,,,,
1,0.77,0,0,25,5,50,50,25.4951,3,maps/50map.bmp,,,,
1,1.277,0,0,24,17,50,50,29.4109,3,maps/50mapAOR.bmp,,,,
1,313.435,0,0,578,281,1000,1000,642.686,3,maps/1000AOR_wObs.bmp,,,,
1,4.063,0,0,23,96,100,100,98.7168,3,maps/100map.bmp,,,,
1,342.234,0,0,963,605,1000,1000,1137.27,3,maps/1000Geometric.bmp,,,,
1,1.149,0,0,27,11,50,50,29.1548,3,maps/cross50.bmp,,,,
1,0.706,0,0,26,9,50,50,27.5136,3,maps/50map.bmp,,,,
1,0.704,0,0,24,20,50,50,31.241,3,maps/50mapAOR.bmp,,,,
1,325.656,0,0,721,230,1000,1000,756.797,3,maps/1000AOR_wObs.bmp,,,,
1,2.892,0,0,10,50,100,100,50.9902,3,maps/100map.bmp,,,,
1,453.979,0,0,653,1,1000,1000,653.001,3,maps/1000Geometric.bmp,,,,
1,1.436,0,0,38,14,50,50,40.4969,3,maps/cross50.bmp,,,,
1,0.765,0,0,35,4,50,50,35.2278,3,maps/50map.bmp,,,,
1,1.221,0,0,16,35,50,50,38.4838,3,maps/50mapAOR.bmp,,,,
1,334.343,0,0,609,934,1000,1000,1115.01,3,maps/1000AOR_wObs.bmp,,,,
1,5.037,0,0,61,47,100,100,77.0065,3,maps/100map.bmp,,,,
1,296.931,0,0,28,596,1000,1000,596.657,3,maps/1000Geometric.bmp,,,,
1,0.935,0,0,8,48,50,50,48.6621,3,maps/cross50.bmp,,,,
1,0.714,0,0,48,11,50,50,49.2443,3,maps/50map.bmp,,,,
1,0.712,0,0,35,37,50,50,50.9313,3,maps/50mapAOR.bmp,,,,
1,311.854,0,0,59,952,1000,1000,953.827,3,maps/1000AOR_wObs.bmp,,,,
1,3.501,0,0,68,53,100,100,86.2148,3,maps/100map.bmp,,,,
1,295.043,0,0,42,871,1000,1000,872.012,3,maps/1000Geometric.bmp,,,,
1,1.024,0,0,3,46,50,50,46.0977,3,maps/cross50.bmp,,,,
1,0.705,0,0,26,33,50,50,42.0119,3,maps/50map.bmp,,,,
1,0.704,0,0,36,35,50,50,50.2096,3,maps/50mapAOR.bmp,,,,
1,316.581,0,0,831,189,1000,1000,852.222,3,maps/1000AOR_wObs.bmp,,,,
1,3.447,0,0,80,39,100,100,89,3,maps/100map.bmp,,,,
1,362.023,0,0,416,617,1000,1000,744.14,3,maps/1000Geometric.bmp,,,,
1,1.421,0,0,32,9,50,50,33.2415,3,maps/cross50.bmp,,,,
1,0.804,0,0,14,41,50,50,43.3244,3,maps/50map.bmp,,,,
1,1.181,0,0,21,17,50,50,27.0185,3,maps/50mapAOR.bmp,,,,
1,302.768,0,0,198,864,1000,1000,886.397,3,maps/1000AOR_wObs.bmp,,,,
1,3.826,0,0,48,20,100,100,52,3,maps/100map.bmp,,,,
1,348.716,0,0,339,616,1000,1000,703.119,3,maps/1000Geometric.bmp,,,,
1,1.47,0,0,47,43,50,50,63.7024,3,maps/cross50.bmp,,,,
1,0.796,0,0,46,19,50,50,49.7695,3,maps/50map.bmp,,,,
1,1.301,0,0,21,28,50,50,35,3,maps/50mapAOR.bmp,,,,
1,310.737,0,0,942,131,1000,1000,951.065,3,maps/1000AOR_wObs.bmp,,,,
1,2.796,0,0,41,56,100,100,69.4046,3,maps/100map.bmp,,,,
1,315.589,0,0,983,554,1000,1000,1128.36,3,maps/1000Geometric.bmp,,,,
1,1.44,0,0,35,6,50,50,35.5106,3,maps/cross50.bmp,,,,
1,0.815,0,0,33,36,50,50,48.8365,3,maps/50map.bmp,,,,
1,1.279,0,0,26,12,50,50,28.6356,3,maps/50mapAOR.bmp,,,,
1,317.238,0,0,698,822,1000,1000,1078.37,3,maps/1000AOR_wObs.bmp,,,,
1,4.89,0,0,12,88,100,100,88.8144,3,maps/100map.bmp,,,,
1,315.546,0,0,999,674,1000,1000,1205.1,3,maps/1000Geometric.bmp,,,,
1,1.241,0,0,8,36,50,50,36.8782,3,maps/cross50.bmp,,,,
1,0.774,0,0,28,6,50,50,28.6356,3,maps/50map.bmp,,,,
1,1.484,0,0,18,31,50,50,35.8469,3,maps/50mapAOR.bmp,,,,
1,310.898,0,0,875,120,1000,1000,883.19,3,maps/1000AOR_wObs.bmp,,,,
1,2.864,0,0,51,96,100,100,108.706,3,maps/100map.bmp,,,,
1,315.914,0,0,943,756,1000,1000,1208.63,3,maps/1000Geometric.bmp,,,,
1,0.858,0,0,31,13,50,50,33.6155,3,maps/cross50.bmp,,,,
1,0.733,0,0,47,36,50,50,59.203,3,maps/50map.bmp,,,,
1,0.706,0,0,33,23,50,50,40.2244,3,maps/50mapAOR.bmp,,,,
1,295.644,0,0,695,490,1000,1000,850.368,3,maps/1000AOR_wObs.bmp,,,,
1,3.036,0,0,6,90,100,100,90.1998,3,maps/100map.bmp,,,,
1,404.225,0,0,667,303,1000,1000,732.597,3,maps/1000Geometric.bmp,,,,
1,1.516,0,0,42,39,50,50,57.3149,3,maps/cross50.bmp,,,,
1,0.788,0,0,39,22,50,50,44.7772,3,maps/50map.bmp,,,,
1,1.459,0,0,33,25,50,50,41.4005,3,maps/50mapAOR.bmp,,,,
1,310.778,0,0,784,215,1000,1000,812.946,3,maps/1000AOR_wObs.bmp,,,,
1,5.281,0,0,47,24,100,100,52.7731,3,maps/100map.bmp,,,,
1,291.553,0,0,35,806,1000,1000,806.76,3,maps/1000Geometric.bmp,,,,
1,1.422,0,0,8,24,50,50,25.2982,3,maps/cross50.bmp,,,,
1,0.787,0,0,36,20,50,50,41.1825,3,maps/50map.bmp,,,,
1,1.297,0,0,17,36,50,50,39.8121,3,maps/50mapAOR.bmp,,,,
1,307.485,0,0,188,884,1000,1000,903.77,3,maps/1000AOR_wObs.bmp,,,,
1,4.996,0,0,28,59,100,100,65.307,3,maps/100map.bmp,,,,
1,444.92,0,0,679,8,1000,1000,679.047,3,maps/1000Geometric.bmp,,,,
1,2.146,0,0,31,38,50,50,49.0408,3,maps/cross50.bmp,,,,
1,0.787,0,0,47,1,50,50,47.0106,3,maps/50map.bmp,,,,
1,1.294,0,0,10,29,50,50,30.6757,3,maps/50mapAOR.bmp,,,,
1,295.352,0,0,709,649,1000,1000,961.188,3,maps/1000AOR_wObs.bmp,,,,
1,2.965,0,0,60,12,100,100,61.1882,3,maps/100map.bmp,,,,
1,355.727,0,0,416,433,1000,1000,600.454,3,maps/1000Geometric.bmp,,,,
1,0.841,0,0,42,0,50,50,42,3,maps/cross50.bmp,,,,
1,0.715,0,0,41,3,50,50,41.1096,3,maps/50map.bmp,,,,
1,0.694,0,0,30,15,50,50,33.541,3,maps/50mapAOR.bmp,,,,
1,328.152,0,0,939,217,1000,1000,963.748,3,maps/1000AOR_wObs.bmp,,,,
1,2.922,0,0,64,96,100,100,115.378,3,maps/100map.bmp,,,,
1,351.979,0,0,479,712,1000,1000,858.129,3,maps/1000Geometric.bmp,,,,
1,1.717,0,0,31,49,50,50,57.9828,3,maps/cross50.bmp,,,,
1,0.986,0,0,27,37,50,50,45.8039,3,maps/50map.bmp,,,,
1,1.453,0,0,27,17,50,50,31.9061,3,maps/50mapAOR.bmp,,,,
1,304.212,0,0,721,196,1000,1000,747.166,3,maps/1000AOR_wObs.bmp,,,,
1,4.827,0,0,52,83,100,100,97.9439,3,maps/100map.bmp,,,,
1,315.816,0,0,993,952,1000,1000,1375.63,3,maps/1000Geometric.bmp,,,,
1,0.887,0,0,10,38,50,50,39.2938,3,maps/cross50.bmp,,,,
1,0.924,0,0,5,43,50,50,43.2897,3,maps/50map.bmp,,,,
1,1.463,0,0,22,27,50,50,34.8281,3,maps/50mapAOR.bmp,,,,
1,318.206,0,0,763,212,1000,1000,791.905,3,maps/1000AOR_wObs.bmp,,,,
1,3.155,0,0,62,49,100,100,79.0253,3,maps/100map.bmp,,,,
1,400.216,0,0,771,409,1000,1000,872.767,3,maps/1000Geometric.bmp,,,,
1,0.893,0,0,46,37,50,50,59.0339,3,maps/cross50.bmp,,,,
1,0.731,0,0,48,17,50,50,50.9215,3,maps/50map.bmp,,,,
1,0.735,0,0,9,38,50,50,39.0512,3,maps/50mapAOR.bmp,,,,
1,325.603,0,0,696,846,1000,1000,1095.51,3,maps/1000AOR_wObs.bmp,,,,
1,3.742,0,0,9,83,100,100,83.4865,3,maps/100map.bmp,,,,
1,321.293,0,0,861,975,1000,1000,1300.75,3,maps/1000Geometric.bmp,,,,
1,1.649,0,0,24,42,50,50,48.3735,3,maps/cross50.bmp,,,,
1,1.036,0,0,19,43,50,50,47.0106,3,maps/50map.bmp,,,,
1,1.316,0,0,26,30,50,50,39.6989,3,maps/50mapAOR.bmp,,,,
1,302.769,0,0,262,951,1000,1000,986.43,3,maps/1000AOR_wObs.bmp,,,,
1,5.205,0,0,75,91,100,100,117.924,3,maps/100map.bmp,,,,
1,350.514,0,0,394,556,1000,1000,681.448,3,maps/1000Geometric.bmp,,,,
1,1.81,0,0,34,47,50,50,58.0086,3,maps/cross50.bmp,,,,
1,0.818,0,0,35,25,50,50,43.0116,3,maps/50map.bmp,,,,
1,1.372,0,0,22,33,50,50,39.6611,3,maps/50mapAOR.bmp,,,,
1,333.105,0,0,949,229,1000,1000,976.239,3,maps/1000AOR_wObs.bmp,,,,
1,3.243,0,0,67,68,100,100,95.462,3,maps/100map.bmp,,,,
1,374.467,0,0,167,876,1000,1000,891.776,3,maps/1000Geometric.bmp,,,,
1,0.997,0,0,43,21,50,50,47.8539,3,maps/cross50.bmp,,,,
1,0.735,0,0,25,28,50,50,37.5366,3,maps/50map.bmp,,,,
1,0.764,0,0,20,31,50,50,36.8917,3,maps/50mapAOR.bmp,,,,
1,308.264,0,0,89,736,1000,1000,741.362,3,maps/1000AOR_wObs.bmp,,,,
1,3.212,0,0,49,46,100,100,67.2086,3,maps/100map.bmp,,,,
1,371.658,0,0,189,673,1000,1000,699.035,3,maps/1000Geometric.bmp,,,,
1,0.886,0,0,42,16,50,50,44.9444,3,maps/cross50.bmp,,,,
1,0.757,0,0,28,8,50,50,29.1204,3,maps/50map.bmp,,,,
1,0.709,0,0,29,12,50,50,31.3847,3,maps/50mapAOR.bmp,,,,
1,328.854,0,0,879,155,1000,1000,892.561,3,maps/1000AOR_wObs.bmp,,,,
1,3.463,0,0,86,40,100,100,94.8472,3,maps/100map.bmp,,,,
1,312.698,0,0,989,443,1000,1000,1083.68,3,maps/1000Geometric.bmp,,,,
1,0.864,0,0,26,0,50,50,26,3,maps/cross50.bmp,,,,
1,0.714,0,0,23,14,50,50,26.9258,3,maps/50map.bmp,,,,
1,0.714,0,0,36,40,50,50,53.8145,3,maps/50mapAOR.bmp,,,,
1,313.885,0,0,928,96,1000,1000,932.952,3,maps/1000AOR_wObs.bmp,,,,
1,2.905,0,0,58,92,100,100,108.757,3,maps/100map.bmp,,,,
1,337.362,0,0,844,129,1000,1000,853.801,3,maps/1000Geometric.bmp,,,,
1,0.893,0,0,10,30,50,50,31.6228,3,maps/cross50.bmp,,,,
1,0.709,0,0,27,2,50,50,27.074,3,maps/50map.bmp,,,,
1,0.721,0,0,30,24,50,50,38.4187,3,maps/50mapAOR.bmp,,,,
1,304.473,0,0,123,949,1000,1000,956.938,3,maps/1000AOR_wObs.bmp,,,,
1,3.223,0,0,20,73,100,100,75.6902,3,maps/100map.bmp,,,,
1,349.219,0,0,189,685,1000,1000,710.596,3,maps/1000Geometric.bmp,,,,
1,1.085,0,0,2,34,50,50,34.0588,3,maps/cross50.bmp,,,,
1,0.724,0,0,31,11,50,50,32.8938,3,maps/50map.bmp,,,,
1,0.715,0,0,26,21,50,50,33.4215,3,maps/50mapAOR.bmp,,,,
1,319.658,0,0,695,743,1000,1000,1017.39,3,maps/1000AOR_wObs.bmp,,,,
1,2.821,0,0,49,33,100,100,59.0762,3,maps/100map.bmp,,,,
1,431.416,0,0,535,362,1000,1000,645.964,3,maps/1000Geometric.bmp,,,,
1,1.649,0,0,22,49,50,50,53.7122,3,maps/cross50.bmp,,,,
1,1.01,0,0,6,36,50,50,36.4966,3,maps/50map.bmp,,,,
1,1.312,0,0,28,17,50,50,32.7567,3,maps/50mapAOR.bmp,,,,
1,341.805,0,0,947,835,1000,1000,1262.55,3,maps/1000AOR_wObs.bmp,,,,
1,5.47,0,0,8,95,100,100,95.3362,3,maps/100map.bmp,,,,
1,336.492,0,0,931,152,1000,1000,943.327,3,maps/1000Geometric.bmp,,,,
1,1.474,0,0,36,19,50,50,40.7063,3,maps/cross50.bmp,,,,
1,0.796,0,0,36,19,50,50,40.7063,3,maps/50map.bmp,,,,
1,1.142,0,0,39,37,50,50,53.7587,3,maps/50mapAOR.bmp,,,,
1,296.953,0,0,854,676,1000,1000,1089.17,3,maps/1000AOR_wObs.bmp,,,,
1,4.185,0,0,44,32,100,100,54.4059,3,maps/100map.bmp,,,,
1,346.788,0,0,177,796,1000,1000,815.442,3,maps/1000Geometric.bmp,,,,
1,1.651,0,0,33,8,50,50,33.9559,3,maps/cross50.bmp,,,,
1,1.011,0,0,44,2,50,50,44.0454,3,maps/50map.bmp,,,,
1,0.79,0,0,26,24,50,50,35.3836,3,maps/50mapAOR.bmp,,,,
1,304.976,0,0,178,868,1000,1000,886.063,3,maps/1000AOR_wObs.bmp,,,,
1,4.022,0,0,52,39,100,100,65,3,maps/100map.bmp,,,,
1,349.764,0,0,208,856,1000,1000,880.909,3,maps/1000Geometric.bmp,,,,
1,0.913,0,0,45,9,50,50,45.8912,3,maps/cross50.bmp,,,,
1,0.727,0,0,33,16,50,50,36.6742,3,maps/50map.bmp,,,,
1,0.952,0,0,23,21,50,50,31.1448,3,maps/50mapAOR.bmp,,,,
1,312.611,0,0,912,327,1000,1000,968.851,3,maps/1000AOR_wObs.bmp,,,,
1,3.534,0,0,74,13,100,100,75.1332,3,maps/100map.bmp,,,,
1,366.533,0,0,597,578,1000,1000,830.959,3,maps/1000Geometric.bmp,,,,
1,1.081,0,0,10,38,50,50,39.2938,3,maps/cross50.bmp,,,,
1,0.73,0,0,44,18,50,50,47.5395,3,maps/50map.bmp,,,,
1,0.746,0,0,9,31,50,50,32.28,3,maps/50mapAOR.bmp,,,,
1,322.011,0,0,307,925,1000,1000,974.615,3,maps/1000AOR_wObs.bmp,,,,
1,2.844,0,0,45,88,100,100,98.8383,3,maps/100map.bmp,,,,
1,313.776,0,0,995,720,1000,1000,1228.18,3,maps/1000Geometric.bmp,,,,
1,0.888,0,0,16,29,50,50,33.121,3,maps/cross50.bmp,,,,
1,0.725,0,0,3,31,50,50,31.1448,3,maps/50map.bmp,,,,
1,1.211,0,0,38,27,50,50,46.6154,3,maps/50mapAOR.bmp,,,,
1,295.722,0,0,80,713,1000,1000,717.474,3,maps/1000AOR_wObs.bmp,,,,
1,2.846,0,0,77,92,100,100,119.971,3,maps/100map.bmp,,,,
1,310.838,0,0,905,903,1000,1000,1278.45,3,maps/1000Geometric.bmp,,,,
1,2.013,0,0,26,31,50,50,40.4599,3,maps/cross50.bmp,,,,
1,0.818,0,0,41,33,50,50,52.6308,3,maps/50map.bmp,,,,
1,1.324,0,0,16,32,50,50,35.7771,3,maps/50mapAOR.bmp,,,,
1,310.675,0,0,667,332,1000,1000,745.059,3,maps/1000AOR_wObs.bmp,,,,
1,3.049,0,0,60,71,100,100,92.957,3,maps/100map.bmp,,,,
1,364.169,0,0,526,654,1000,1000,839.281,3,maps/1000Geometric.bmp,,,,
1,1.098,0,0,36,12,50,50,37.9473,3,maps/cross50.bmp,,,,
1,0.799,0,0,35,45,50,50,57.0088,3,maps/50map.bmp,,,,
1,0.718,0,0,39,30,50,50,49.2037,3,maps/50mapAOR.bmp,,,,
1,322.271,0,0,692,780,1000,1000,1042.72,3,maps/1000AOR_wObs.bmp,,,,
1,2.835,0,0,55,49,100,100,73.6614,3,maps/100map.bmp,,,,
1,457.433,0,0,607,1,1000,1000,607.001,3,maps/1000Geometric.bmp,,,,
1,0.883,0,0,37,19,50,50,41.5933,3,maps/cross50.bmp,,,,
1,0.735,0,0,6,38,50,50,38.4708,3,maps/50map.bmp,,,,
1,1.332,0,0,27,30,50,50,40.3609,3,maps/50mapAOR.bmp,,,,
1,330.949,0,0,683,726,1000,1000,996.777,3,maps/1000AOR_wObs.bmp,,,,
1,4.692,0,0,72,68,100,100,99.0353,3,maps/100map.bmp,,,,
1,348.095,0,0,328,838,1000,1000,899.904,3,maps/1000Geometric.bmp,,,,
1,1.476,0,0,32,10,50,50,33.5261,3,maps/cross50.bmp,,,,
1,0.824,0,0,37,47,50,50,59.8164,3,maps/50map.bmp,,,,
1,1.337,0,0,37,35,50,50,50.9313,3,maps/50mapAOR.bmp,,,,
1,296.015,0,0,734,422,1000,1000,846.664,3,maps/1000AOR_wObs.bmp,,,,
1,3.171,0,0,97,83,100,100,127.664,3,maps/100map.bmp,,,,
1,354.377,0,0,369,697,1000,1000,788.651,3,maps/1000Geometric.bmp,,,,
1,0.91,0,0,34,10,50,50,35.4401,3,maps/cross50.bmp,,,,
1,0.945,0,0,29,38,50,50,47.8017,3,maps/50map.bmp,,,,
1,0.72,0,0,18,20,50,50,26.9072,3,maps/50mapAOR.bmp,,,,
1,309.895,0,0,91,835,1000,1000,839.944,3,maps/1000AOR_wObs.bmp,,,,
1,2.833,0,0,29,62,100,100,68.4471,3,maps/100map.bmp,,,,
1,326.452,0,0,964,225,1000,1000,989.91,3,maps/1000Geometric.bmp,,,,
1,0.87,0,0,21,14,50,50,25.2389,3,maps/cross50.bmp,,,,
1,0.725,0,0,34,4,50,50,34.2345,3,maps/50map.bmp,,,,
1,1.208,0,0,37,16,50,50,40.3113,3,maps/50mapAOR.bmp,,,,
1,325.636,0,0,933,347,1000,1000,995.439,3,maps/1000AOR_wObs.bmp,,,,
1,3.015,0,0,79,85,100,100,116.043,3,maps/100map.bmp,,,,
1,324.273,0,0,768,128,1000,1000,778.594,3,maps/1000Geometric.bmp,,,,
1,1.612,0,0,19,30,50,50,35.5106,3,maps/cross50.bmp,,,,
1,0.837,0,0,13,41,50,50,43.0116,3,maps/50map.bmp,,,,
1,1.508,0,0,33,32,50,50,45.9674,3,maps/50mapAOR.bmp,,,,
1,302.94,0,0,59,540,1000,1000,543.214,3,maps/1000AOR_wObs.bmp,,,,
1,2.836,0,0,31,73,100,100,79.3095,3,maps/100map.bmp,,,,
1,372.377,0,0,696,488,1000,1000,850.035,3,maps/1000Geometric.bmp,,,,
1,0.896,0,0,6,29,50,50,29.6142,3,maps/cross50.bmp,,,,
1,0.728,0,0,32,3,50,50,32.1403,3,maps/50map.bmp,,,,
1,0.74,0,0,36,39,50,50,53.0754,3,maps/50mapAOR.bmp,,,,
1,293.242,0,0,703,476,1000,1000,848.991,3,maps/1000AOR_wObs.bmp,,,,
1,2.988,0,0,55,3,100,100,55.0818,3,maps/100map.bmp,,,,
1,352.166,0,0,184,853,1000,1000,872.62,3,maps/1000Geometric.bmp,,,,
1,1.17,0,0,10,47,50,50,48.0521,3,maps/cross50.bmp,,,,
1,0.748,0,0,3,42,50,50,42.107,3,maps/50map.bmp,,,,
1,0.738,0,0,20,39,50,50,43.8292,3,maps/50mapAOR.bmp,,,,
1,322.982,0,0,742,921,1000,1000,1182.71,3,maps/1000AOR_wObs.bmp,,,,
1,3.047,0,0,42,56,100,100,70,3,maps/100map.bmp,,,,
1,298.28,0,0,290,984,1000,1000,1025.84,3,maps/1000Geometric.bmp,,,,
1,1.195,0,0,32,29,50,50,43.1856,3,maps/cross50.bmp,,,,
1,0.746,0,0,47,28,50,50,54.7083,3,maps/50map.bmp,,,,
1,0.726,0,0,22,20,50,50,29.7321,3,maps/50mapAOR.bmp,,,,
1,322.524,0,0,894,907,1000,1000,1273.53,3,maps/1000AOR_wObs.bmp,,,,
1,4.877,0,0,51,10,100,100,51.9711,3,maps/100map.bmp,,,,
1,314.18,0,0,953,665,1000,1000,1162.08,3,maps/1000Geometric.bmp,,,,
1,2.062,0,0,27,24,50,50,36.1248,3,maps/cross50.bmp,,,,
1,0.812,0,0,33,23,50,50,40.2244,3,maps/50map.bmp,,,,
1,1.059,0,0,27,14,50,50,30.4138,3,maps/50mapAOR.bmp,,,,
1,308.524,0,0,923,134,1000,1000,932.676,3,maps/1000AOR_wObs.bmp,,,,
1,3.103,0,0,65,89,100,100,110.209,3,maps/100map.bmp,,,,
1,318.326,0,0,932,742,1000,1000,1191.3,3,maps/1000Geometric.bmp,,,,
1,1.1,0,0,8,30,50,50,31.0483,3,maps/cross50.bmp,,,,
1,0.762,0,0,46,47,50,50,65.7647,3,maps/50map.bmp,,,,
1,0.765,0,0,28,12,50,50,30.4631,3,maps/50mapAOR.bmp,,,,
1,327.506,0,0,440,902,1000,1000,1003.6,3,maps/1000AOR_wObs.bmp,,,,
1,3.698,0,0,75,56,100,100,93.6002,3,maps/100map.bmp,,,,
1,527.082,0,0,642,630,1000,1000,899.48,3,maps/1000Geometric.bmp,,,,
1,0.866,0,0,20,44,50,50,48.3322,3,maps/cross50.bmp,,,,
1,0.699,0,0,19,43,50,50,47.0106,3,maps/50map.bmp,,,,
1,0.709,0,0,15,33,50,50,36.2491,3,maps/50mapAOR.bmp,,,,
1,294.83,0,0,814,684,1000,1000,1063.23,3,maps/1000AOR_wObs.bmp,,,,
1,3.735,0,0,78,40,100,100,87.6584,3,maps/100map.bmp,,,,
1,469.804,0,0,852,18,1000,1000,852.19,3,maps/1000Geometric.bmp,,,,
