Success, Time Elapsed,Xstart,Ystart, Xend,Yend,Xlength, Ylength, PathDist, num threads, Filename
1,1.371,0,0,40,45,50,50,60.208,1,maps/50map.bmp
1,1.153,0,0,16,25,50,50,29.6816,1,maps/50mapAOR.bmp
1,455.987,0,0,867,146,1000,1000,879.207,1,maps/1000AOR_wObs.bmp
1,4.61,0,0,73,48,100,100,87.367,1,maps/100map.bmp
1,488.68,0,0,286,704,1000,1000,759.876,1,maps/1000Geometric.bmp
1,1.127,0,0,48,0,50,50,48,1,maps/cross50.bmp
1,1.076,0,0,42,41,50,50,58.6941,1,maps/50map.bmp
1,1.084,0,0,38,40,50,50,55.1725,1,maps/50mapAOR.bmp
1,456.395,0,0,687,220,1000,1000,721.366,1,maps/1000AOR_wObs.bmp
1,3.948,0,0,75,68,100,100,101.237,1,maps/100map.bmp
1,495.035,0,0,564,693,1000,1000,893.502,1,maps/1000Geometric.bmp
1,1.293,0,0,44,22,50,50,49.1935,1,maps/cross50.bmp
1,1.065,0,0,44,20,50,50,48.3322,1,maps/50map.bmp
1,1.048,0,0,39,31,50,50,49.8197,1,maps/50mapAOR.bmp
1,456.122,0,0,702,703,1000,1000,993.485,1,maps/1000AOR_wObs.bmp
1,3.994,0,0,45,60,100,100,75,1,maps/100map.bmp
1,488.538,0,0,183,683,1000,1000,707.091,1,maps/1000Geometric.bmp
1,1.299,0,0,2,42,50,50,42.0476,1,maps/cross50.bmp
1,1.163,0,0,11,29,50,50,31.0161,1,maps/50map.bmp
1,1.291,0,0,32,23,50,50,39.4081,1,maps/50mapAOR.bmp
1,456.391,0,0,938,130,1000,1000,946.966,1,maps/1000AOR_wObs.bmp
1,3.913,0,0,91,86,100,100,125.208,1,maps/100map.bmp
1,457.9,0,0,872,881,1000,1000,1239.57,1,maps/1000Geometric.bmp
1,1.414,0,0,28,23,50,50,36.2353,1,maps/cross50.bmp
1,1.064,0,0,7,38,50,50,38.6394,1,maps/50map.bmp
1,1.134,0,0,9,28,50,50,29.4109,1,maps/50mapAOR.bmp
1,434.313,0,0,38,667,1000,1000,668.082,1,maps/1000AOR_wObs.bmp
1,4.33,0,0,23,62,100,100,66.1287,1,maps/100map.bmp
1,468.048,0,0,783,136,1000,1000,794.723,1,maps/1000Geometric.bmp
1,1.267,0,0,48,23,50,50,53.2259,1,maps/cross50.bmp
1,1.217,0,0,35,42,50,50,54.6717,1,maps/50map.bmp
1,1.096,0,0,20,28,50,50,34.4093,1,maps/50mapAOR.bmp
1,436.093,0,0,705,404,1000,1000,812.552,1,maps/1000AOR_wObs.bmp
1,3.946,0,0,29,42,100,100,51.0392,1,maps/100map.bmp
1,498.442,0,0,472,756,1000,1000,891.246,1,maps/1000Geometric.bmp
1,1.301,0,0,45,35,50,50,57.0088,1,maps/cross50.bmp
1,1.091,0,0,12,37,50,50,38.8973,1,maps/50map.bmp
1,1.078,0,0,39,24,50,50,45.793,1,maps/50mapAOR.bmp
1,429.363,0,0,574,312,1000,1000,653.315,1,maps/1000AOR_wObs.bmp
1,4.516,0,0,70,56,100,100,89.6437,1,maps/100map.bmp
1,482.696,0,0,280,465,1000,1000,542.794,1,maps/1000Geometric.bmp
1,1.177,0,0,10,49,50,50,50.01,1,maps/cross50.bmp
1,1.022,0,0,48,4,50,50,48.1664,1,maps/50map.bmp
1,1.034,0,0,29,25,50,50,38.2884,1,maps/50mapAOR.bmp
1,459.621,0,0,685,412,1000,1000,799.355,1,maps/1000AOR_wObs.bmp
1,4.471,0,0,70,27,100,100,75.0267,1,maps/100map.bmp
1,484.045,0,0,404,465,1000,1000,615.988,1,maps/1000Geometric.bmp
1,1.217,0,0,49,10,50,50,50.01,1,maps/cross50.bmp
1,1.115,0,0,25,7,50,50,25.9615,1,maps/50map.bmp
1,1.034,0,0,17,32,50,50,36.2353,1,maps/50mapAOR.bmp
1,438.099,0,0,546,286,1000,1000,616.37,1,maps/1000AOR_wObs.bmp
1,4.282,0,0,67,59,100,100,89.2749,1,maps/100map.bmp
1,480.805,0,0,205,669,1000,1000,699.704,1,maps/1000Geometric.bmp
1,1.28,0,0,42,44,50,50,60.8276,1,maps/cross50.bmp
1,1.038,0,0,30,18,50,50,34.9857,1,maps/50map.bmp
1,1.031,0,0,39,29,50,50,48.6004,1,maps/50mapAOR.bmp
1,442.775,0,0,814,663,1000,1000,1049.84,1,maps/1000AOR_wObs.bmp
1,4.778,0,0,76,5,100,100,76.1643,1,maps/100map.bmp
1,453.284,0,0,984,453,1000,1000,1083.27,1,maps/1000Geometric.bmp
1,1.162,0,0,45,11,50,50,46.3249,1,maps/cross50.bmp
1,1.093,0,0,43,35,50,50,55.4437,1,maps/50map.bmp
1,1.065,0,0,12,23,50,50,25.9422,1,maps/50mapAOR.bmp
1,457.182,0,0,687,766,1000,1000,1028.94,1,maps/1000AOR_wObs.bmp
1,4.629,0,0,97,42,100,100,105.702,1,maps/100map.bmp
1,515.904,0,0,754,419,1000,1000,862.599,1,maps/1000Geometric.bmp
1,1.291,0,0,40,20,50,50,44.7214,1,maps/cross50.bmp
1,1.086,0,0,34,19,50,50,38.9487,1,maps/50map.bmp
1,1.068,0,0,24,31,50,50,39.2046,1,maps/50mapAOR.bmp
1,460.965,0,0,707,181,1000,1000,729.801,1,maps/1000AOR_wObs.bmp
1,4.473,0,0,87,54,100,100,102.396,1,maps/100map.bmp
1,448.673,0,0,27,756,1000,1000,756.482,1,maps/1000Geometric.bmp
1,1.191,0,0,36,14,50,50,38.6264,1,maps/cross50.bmp
1,1.106,0,0,26,26,50,50,36.7696,1,maps/50map.bmp
1,1.13,0,0,22,39,50,50,44.7772,1,maps/50mapAOR.bmp
1,460.627,0,0,404,929,1000,1000,1013.04,1,maps/1000AOR_wObs.bmp
1,4.114,0,0,48,51,100,100,70.0357,1,maps/100map.bmp
1,466.563,0,0,873,182,1000,1000,891.77,1,maps/1000Geometric.bmp
1,1.527,0,0,39,27,50,50,47.4342,1,maps/cross50.bmp
1,1.099,0,0,31,34,50,50,46.0109,1,maps/50map.bmp
1,1.043,0,0,11,30,50,50,31.9531,1,maps/50mapAOR.bmp
1,448.447,0,0,647,842,1000,1000,1061.87,1,maps/1000AOR_wObs.bmp
1,4.076,0,0,86,68,100,100,109.636,1,maps/100map.bmp
1,511.424,0,0,725,418,1000,1000,836.869,1,maps/1000Geometric.bmp
1,1.465,0,0,28,28,50,50,39.598,1,maps/cross50.bmp
1,1.182,0,0,29,1,50,50,29.0172,1,maps/50map.bmp
1,1.088,0,0,31,24,50,50,39.2046,1,maps/50mapAOR.bmp
1,448.832,0,0,924,105,1000,1000,929.947,1,maps/1000AOR_wObs.bmp
1,4.085,0,0,48,94,100,100,105.546,1,maps/100map.bmp
1,482.784,0,0,292,870,1000,1000,917.695,1,maps/1000Geometric.bmp
1,1.17,0,0,28,18,50,50,33.2866,1,maps/cross50.bmp
1,1.115,0,0,43,27,50,50,50.774,1,maps/50map.bmp
1,1.216,0,0,13,36,50,50,38.2753,1,maps/50mapAOR.bmp
1,425.282,0,0,646,367,1000,1000,742.97,1,maps/1000AOR_wObs.bmp
1,4.73,0,0,91,43,100,100,100.648,1,maps/100map.bmp
1,487.947,0,0,584,597,1000,1000,835.144,1,maps/1000Geometric.bmp
1,1.279,0,0,19,40,50,50,44.2832,1,maps/cross50.bmp
1,1.23,0,0,28,29,50,50,40.3113,1,maps/50map.bmp
1,1.266,0,0,12,22,50,50,25.0599,1,maps/50mapAOR.bmp
1,481.96,0,0,938,837,1000,1000,1257.14,1,maps/1000AOR_wObs.bmp
1,4.345,0,0,58,58,100,100,82.0244,1,maps/100map.bmp
1,517.81,0,0,678,329,1000,1000,753.608,1,maps/1000Geometric.bmp
1,1.486,0,0,33,29,50,50,43.9318,1,maps/cross50.bmp
1,1.197,0,0,47,26,50,50,53.7122,1,maps/50map.bmp
1,1.126,0,0,31,19,50,50,36.3593,1,maps/50mapAOR.bmp
1,461.433,0,0,947,545,1000,1000,1092.63,1,maps/1000AOR_wObs.bmp
1,3.801,0,0,31,42,100,100,52.2015,1,maps/100map.bmp
1,487.671,0,0,669,575,1000,1000,882.149,1,maps/1000Geometric.bmp
1,1.265,0,0,17,43,50,50,46.2385,1,maps/cross50.bmp
1,1.122,0,0,39,46,50,50,60.3075,1,maps/50map.bmp
1,1.044,0,0,25,21,50,50,32.6497,1,maps/50mapAOR.bmp
1,442.356,0,0,920,90,1000,1000,924.392,1,maps/1000AOR_wObs.bmp
1,4.258,0,0,50,14,100,100,51.923,1,maps/100map.bmp
1,484.913,0,0,299,478,1000,1000,563.813,1,maps/1000Geometric.bmp
1,1.224,0,0,45,32,50,50,55.2178,1,maps/cross50.bmp
1,1.068,0,0,32,5,50,50,32.3883,1,maps/50map.bmp
1,1.108,0,0,35,22,50,50,41.3401,1,maps/50mapAOR.bmp
1,446.452,0,0,686,750,1000,1000,1016.41,1,maps/1000AOR_wObs.bmp
1,4.522,0,0,47,79,100,100,91.9239,1,maps/100map.bmp
1,490.492,0,0,400,715,1000,1000,819.283,1,maps/1000Geometric.bmp
1,1.408,0,0,45,2,50,50,45.0444,1,maps/cross50.bmp
1,1.117,0,0,42,30,50,50,51.614,1,maps/50map.bmp
1,1.087,0,0,11,26,50,50,28.2312,1,maps/50mapAOR.bmp
1,435.928,0,0,42,526,1000,1000,527.674,1,maps/1000AOR_wObs.bmp
1,4.26,0,0,59,23,100,100,63.3246,1,maps/100map.bmp
1,512.418,0,0,678,450,1000,1000,813.747,1,maps/1000Geometric.bmp
1,1.389,0,0,29,47,50,50,55.2268,1,maps/cross50.bmp
1,1.06,0,0,20,34,50,50,39.4462,1,maps/50map.bmp
1,1.03,0,0,19,20,50,50,27.5862,1,maps/50mapAOR.bmp
1,445.56,0,0,937,164,1000,1000,951.244,1,maps/1000AOR_wObs.bmp
1,4.458,0,0,93,42,100,100,102.044,1,maps/100map.bmp
1,492.646,0,0,661,644,1000,1000,922.853,1,maps/1000Geometric.bmp
1,1.575,0,0,38,31,50,50,49.0408,1,maps/cross50.bmp
1,1.272,0,0,27,10,50,50,28.7924,1,maps/50map.bmp
1,1.105,0,0,22,21,50,50,30.4138,1,maps/50mapAOR.bmp
1,472.054,0,0,918,890,1000,1000,1278.6,1,maps/1000AOR_wObs.bmp
1,4.034,0,0,52,24,100,100,57.2713,1,maps/100map.bmp
1,524.995,0,0,737,314,1000,1000,801.102,1,maps/1000Geometric.bmp
1,1.516,0,0,37,22,50,50,43.0465,1,maps/cross50.bmp
1,1.082,0,0,32,20,50,50,37.7359,1,maps/50map.bmp
1,1.052,0,0,12,25,50,50,27.7308,1,maps/50mapAOR.bmp
1,433.875,0,0,846,674,1000,1000,1081.66,1,maps/1000AOR_wObs.bmp
1,4.014,0,0,53,92,100,100,106.174,1,maps/100map.bmp
1,470.708,0,0,185,516,1000,1000,548.161,1,maps/1000Geometric.bmp
1,1.255,0,0,23,41,50,50,47.0106,1,maps/cross50.bmp
1,1.392,0,0,7,44,50,50,44.5533,1,maps/50map.bmp
1,1.092,0,0,26,26,50,50,36.7696,1,maps/50mapAOR.bmp
1,438.858,0,0,190,925,1000,1000,944.312,1,maps/1000AOR_wObs.bmp
1,4.261,0,0,14,79,100,100,80.2309,1,maps/100map.bmp
1,524.07,0,0,795,312,1000,1000,854.031,1,maps/1000Geometric.bmp
1,1.126,0,0,25,12,50,50,27.7308,1,maps/cross50.bmp
1,1.073,0,0,42,40,50,50,58,1,maps/50map.bmp
1,1.026,0,0,28,19,50,50,33.8378,1,maps/50mapAOR.bmp
1,469.025,0,0,924,868,1000,1000,1267.75,1,maps/1000AOR_wObs.bmp
1,4.048,0,0,15,96,100,100,97.1648,1,maps/100map.bmp
1,485.497,0,0,269,820,1000,1000,862.995,1,maps/1000Geometric.bmp
1,1.261,0,0,13,37,50,50,39.2173,1,maps/cross50.bmp
1,1.178,0,0,24,17,50,50,29.4109,1,maps/50map.bmp
1,1.111,0,0,21,29,50,50,35.805,1,maps/50mapAOR.bmp
1,442.141,0,0,922,734,1000,1000,1178.49,1,maps/1000AOR_wObs.bmp
1,4.284,0,0,36,77,100,100,85,1,maps/100map.bmp
1,461.85,0,0,661,138,1000,1000,675.252,1,maps/1000Geometric.bmp
1,1.477,0,0,33,11,50,50,34.7851,1,maps/cross50.bmp
1,1.136,0,0,32,32,50,50,45.2548,1,maps/50map.bmp
1,1.059,0,0,30,24,50,50,38.4187,1,maps/50mapAOR.bmp
1,458.229,0,0,649,849,1000,1000,1068.64,1,maps/1000AOR_wObs.bmp
1,4.15,0,0,34,53,100,100,62.9682,1,maps/100map.bmp
1,473.198,0,0,269,450,1000,1000,524.272,1,maps/1000Geometric.bmp
1,1.279,0,0,46,31,50,50,55.4707,1,maps/cross50.bmp
1,1.147,0,0,13,35,50,50,37.3363,1,maps/50map.bmp
1,1.064,0,0,35,16,50,50,38.4838,1,maps/50mapAOR.bmp
1,451.428,0,0,268,944,1000,1000,981.305,1,maps/1000AOR_wObs.bmp
1,4.102,0,0,49,87,100,100,99.8499,1,maps/100map.bmp
1,451.068,0,0,604,987,1000,1000,1157.15,1,maps/1000Geometric.bmp
1,1.26,0,0,10,47,50,50,48.0521,1,maps/cross50.bmp
1,1.035,0,0,39,17,50,50,42.5441,1,maps/50map.bmp
1,1.122,0,0,39,12,50,50,40.8044,1,maps/50mapAOR.bmp
1,449.469,0,0,907,303,1000,1000,956.273,1,maps/1000AOR_wObs.bmp
1,4.64,0,0,68,23,100,100,71.7844,1,maps/100map.bmp
1,501.536,0,0,717,489,1000,1000,867.877,1,maps/1000Geometric.bmp
1,1.593,0,0,35,30,50,50,46.0977,1,maps/cross50.bmp
1,1.038,0,0,29,30,50,50,41.7253,1,maps/50map.bmp
1,1.064,0,0,9,24,50,50,25.632,1,maps/50mapAOR.bmp
1,451.788,0,0,828,102,1000,1000,834.259,1,maps/1000AOR_wObs.bmp
1,4.157,0,0,67,68,100,100,95.462,1,maps/100map.bmp
1,522.457,0,0,666,327,1000,1000,741.947,1,maps/1000Geometric.bmp
1,1.193,0,0,42,4,50,50,42.19,1,maps/cross50.bmp
1,1.088,0,0,10,47,50,50,48.0521,1,maps/50map.bmp
1,1.053,0,0,34,32,50,50,46.6905,1,maps/50mapAOR.bmp
1,452.24,0,0,926,908,1000,1000,1296.9,1,maps/1000AOR_wObs.bmp
1,4.103,0,0,45,36,100,100,57.6281,1,maps/100map.bmp
1,459.275,0,0,711,158,1000,1000,728.344,1,maps/1000Geometric.bmp
1,1.235,0,0,32,1,50,50,32.0156,1,maps/cross50.bmp
1,1.192,0,0,6,44,50,50,44.4072,1,maps/50map.bmp
1,1.098,0,0,18,32,50,50,36.7151,1,maps/50mapAOR.bmp
1,456.204,0,0,325,937,1000,1000,991.763,1,maps/1000AOR_wObs.bmp
1,4.604,0,0,75,9,100,100,75.5381,1,maps/100map.bmp
1,432.413,0,0,267,996,1000,1000,1031.17,1,maps/1000Geometric.bmp
1,1.326,0,0,28,3,50,50,28.1603,1,maps/cross50.bmp
1,1.087,0,0,35,45,50,50,57.0088,1,maps/50map.bmp
1,1.04,0,0,21,35,50,50,40.8167,1,maps/50mapAOR.bmp
1,451.472,0,0,717,707,1000,1000,1006.94,1,maps/1000AOR_wObs.bmp
1,4.548,0,0,77,44,100,100,88.6848,1,maps/100map.bmp
1,549.242,0,0,546,341,1000,1000,643.737,1,maps/1000Geometric.bmp
1,1.37,0,0,18,29,50,50,34.1321,1,maps/cross50.bmp
1,1.07,0,0,25,38,50,50,45.4863,1,maps/50map.bmp
1,1.051,0,0,23,30,50,50,37.8021,1,maps/50mapAOR.bmp
1,462.165,0,0,930,205,1000,1000,952.326,1,maps/1000AOR_wObs.bmp
1,4.431,0,0,27,73,100,100,77.8332,1,maps/100map.bmp
1,487.865,0,0,443,681,1000,1000,812.41,1,maps/1000Geometric.bmp
1,1.357,0,0,9,34,50,50,35.171,1,maps/cross50.bmp
1,1.097,0,0,6,36,50,50,36.4966,1,maps/50map.bmp
1,1.214,0,0,32,28,50,50,42.5206,1,maps/50mapAOR.bmp
1,450.003,0,0,213,855,1000,1000,881.132,1,maps/1000AOR_wObs.bmp
1,4.048,0,0,53,9,100,100,53.7587,1,maps/100map.bmp
1,490.835,0,0,522,720,1000,1000,889.317,1,maps/1000Geometric.bmp
1,1.447,0,0,36,22,50,50,42.19,1,maps/cross50.bmp
1,1.321,0,0,13,37,50,50,39.2173,1,maps/50map.bmp
1,1.14,0,0,34,38,50,50,50.9902,1,maps/50mapAOR.bmp
1,469.135,0,0,397,944,1000,1000,1024.08,1,maps/1000AOR_wObs.bmp
1,4.152,0,0,61,37,100,100,71.3442,1,maps/100map.bmp
1,508.27,0,0,180,592,1000,1000,618.76,1,maps/1000Geometric.bmp
1,1.228,0,0,20,38,50,50,42.9418,1,maps/cross50.bmp
1,1.081,0,0,29,29,50,50,41.0122,1,maps/50map.bmp
1,1.148,0,0,19,26,50,50,32.2025,1,maps/50mapAOR.bmp
1,469.78,0,0,951,889,1000,1000,1301.81,1,maps/1000AOR_wObs.bmp
1,4.661,0,0,98,42,100,100,106.621,1,maps/100map.bmp
3,153.727,,,,,,,


1,1.923,0,0,28,46,50,50,53.8516,2,maps/50map.bmp
1,1.06,0,0,26,31,50,50,40.4599,2,maps/50mapAOR.bmp
1,551.11,0,0,173,939,1000,1000,954.804,2,maps/1000AOR_wObs.bmp
1,6.945,0,0,8,76,100,100,76.4199,2,maps/100map.bmp
1,580.863,0,0,186,655,1000,1000,680.897,2,maps/1000Geometric.bmp
1,1.348,0,0,12,45,50,50,46.5725,2,maps/cross50.bmp
1,1.201,0,0,38,27,50,50,46.6154,2,maps/50map.bmp
1,1.116,0,0,18,39,50,50,42.9535,2,maps/50mapAOR.bmp
1,507.371,0,0,706,868,1000,1000,1118.87,2,maps/1000AOR_wObs.bmp
1,4.415,0,0,73,89,100,100,115.109,2,maps/100map.bmp
1,525.656,0,0,230,771,1000,1000,804.575,2,maps/1000Geometric.bmp
1,1.136,0,0,43,12,50,50,44.643,2,maps/cross50.bmp
1,1.243,0,0,11,42,50,50,43.4166,2,maps/50map.bmp
1,1.107,0,0,25,17,50,50,30.2324,2,maps/50mapAOR.bmp
1,459.514,0,0,682,371,1000,1000,776.379,2,maps/1000AOR_wObs.bmp
1,3.977,0,0,54,39,100,100,66.6108,2,maps/100map.bmp
1,538.827,0,0,707,338,1000,1000,783.641,2,maps/1000Geometric.bmp
1,1.15,0,0,35,5,50,50,35.3553,2,maps/cross50.bmp
1,1.076,0,0,35,35,50,50,49.4975,2,maps/50map.bmp
1,1.096,0,0,9,39,50,50,40.025,2,maps/50mapAOR.bmp
1,506.333,0,0,938,308,1000,1000,987.273,2,maps/1000AOR_wObs.bmp
1,17.411,0,0,60,46,100,100,75.6042,2,maps/100map.bmp
1,503.216,0,0,283,458,1000,1000,538.38,2,maps/1000Geometric.bmp
1,1.145,0,0,45,38,50,50,58.8982,2,maps/cross50.bmp
1,1.232,0,0,42,10,50,50,43.1741,2,maps/50map.bmp
1,1.157,0,0,26,21,50,50,33.4215,2,maps/50mapAOR.bmp
1,504.114,0,0,883,919,1000,1000,1274.46,2,maps/1000AOR_wObs.bmp
1,4.62,0,0,79,95,100,100,123.556,2,maps/100map.bmp
1,460.624,0,0,66,753,1000,1000,755.887,2,maps/1000Geometric.bmp
1,1.127,0,0,35,19,50,50,39.8246,2,maps/cross50.bmp
1,1.069,0,0,31,29,50,50,42.45,2,maps/50map.bmp
1,1.078,0,0,30,16,50,50,34,2,maps/50mapAOR.bmp
1,452.507,0,0,954,742,1000,1000,1208.59,2,maps/1000AOR_wObs.bmp
1,4.072,0,0,48,89,100,100,101.119,2,maps/100map.bmp
1,597.452,0,0,34,782,1000,1000,782.739,2,maps/1000Geometric.bmp
1,1.57,0,0,25,35,50,50,43.0116,2,maps/cross50.bmp
1,1.162,0,0,13,22,50,50,25.5539,2,maps/50map.bmp
1,1.145,0,0,31,33,50,50,45.2769,2,maps/50mapAOR.bmp
1,623.132,0,0,744,940,1000,1000,1198.81,2,maps/1000AOR_wObs.bmp
1,4.203,0,0,70,73,100,100,101.139,2,maps/100map.bmp
1,497.941,0,0,48,955,1000,1000,956.206,2,maps/1000Geometric.bmp
1,1.148,0,0,4,32,50,50,32.249,2,maps/cross50.bmp
1,1.109,0,0,40,42,50,50,58,2,maps/50map.bmp
1,1.053,0,0,27,27,50,50,38.1838,2,maps/50mapAOR.bmp
1,482.36,0,0,245,950,1000,1000,981.084,2,maps/1000AOR_wObs.bmp
1,4.769,0,0,96,3,100,100,96.0469,2,maps/100map.bmp
1,516.401,0,0,347,813,1000,1000,883.956,2,maps/1000Geometric.bmp
1,1.181,0,0,49,23,50,50,54.1295,2,maps/cross50.bmp
1,1.106,0,0,21,41,50,50,46.0652,2,maps/50map.bmp
1,1.616,0,0,12,33,50,50,35.1141,2,maps/50mapAOR.bmp
1,533.373,0,0,833,939,1000,1000,1255.23,2,maps/1000AOR_wObs.bmp
1,4.482,0,0,31,84,100,100,89.5377,2,maps/100map.bmp
1,556.664,0,0,739,323,1000,1000,806.505,2,maps/1000Geometric.bmp
1,1.222,0,0,39,11,50,50,40.5216,2,maps/cross50.bmp
1,1.107,0,0,42,27,50,50,49.93,2,maps/50map.bmp
1,1.189,0,0,38,16,50,50,41.2311,2,maps/50mapAOR.bmp
1,453.586,0,0,850,182,1000,1000,869.266,2,maps/1000AOR_wObs.bmp
1,4.057,0,0,34,71,100,100,78.721,2,maps/100map.bmp
1,460.972,0,0,880,182,1000,1000,898.623,2,maps/1000Geometric.bmp
1,1.251,0,0,16,37,50,50,40.3113,2,maps/cross50.bmp
1,1.216,0,0,23,19,50,50,29.8329,2,maps/50map.bmp
1,1.127,0,0,33,21,50,50,39.1152,2,maps/50mapAOR.bmp
1,444.711,0,0,731,457,1000,1000,862.096,2,maps/1000AOR_wObs.bmp
1,4.158,0,0,32,54,100,100,62.7694,2,maps/100map.bmp
1,505.776,0,0,465,664,1000,1000,810.63,2,maps/1000Geometric.bmp
1,1.458,0,0,29,23,50,50,37.0135,2,maps/cross50.bmp
1,1.183,0,0,22,14,50,50,26.0768,2,maps/50map.bmp
1,1.075,0,0,25,18,50,50,30.8058,2,maps/50mapAOR.bmp
1,460.146,0,0,54,852,1000,1000,853.71,2,maps/1000AOR_wObs.bmp
1,4.665,0,0,41,88,100,100,97.0824,2,maps/100map.bmp
1,490.562,0,0,328,699,1000,1000,772.13,2,maps/1000Geometric.bmp
1,1.479,0,0,36,32,50,50,48.1664,2,maps/cross50.bmp
1,1.119,0,0,34,17,50,50,38.0132,2,maps/50map.bmp
1,1.048,0,0,23,13,50,50,26.4197,2,maps/50mapAOR.bmp
1,469.243,0,0,65,663,1000,1000,666.179,2,maps/1000AOR_wObs.bmp
1,4.388,0,0,58,88,100,100,105.394,2,maps/100map.bmp
1,430.338,0,0,990,992,1000,1000,1401.49,2,maps/1000Geometric.bmp
1,1.154,0,0,41,41,50,50,57.9828,2,maps/cross50.bmp
1,1.068,0,0,46,45,50,50,64.3506,2,maps/50map.bmp
1,1.084,0,0,39,38,50,50,54.4518,2,maps/50mapAOR.bmp
1,438.886,0,0,204,944,1000,1000,965.791,2,maps/1000AOR_wObs.bmp
1,4.085,0,0,53,34,100,100,62.9682,2,maps/100map.bmp
1,487.119,0,0,382,489,1000,1000,620.52,2,maps/1000Geometric.bmp
1,1.156,0,0,42,43,50,50,60.1082,2,maps/cross50.bmp
1,1.078,0,0,35,43,50,50,55.4437,2,maps/50map.bmp
1,1.083,0,0,14,29,50,50,32.2025,2,maps/50mapAOR.bmp
1,476.193,0,0,97,737,1000,1000,743.356,2,maps/1000AOR_wObs.bmp
1,4.003,0,0,54,14,100,100,55.7853,2,maps/100map.bmp
1,579.522,0,0,310,833,1000,1000,888.813,2,maps/1000Geometric.bmp
1,1.193,0,0,1,38,50,50,38.0132,2,maps/cross50.bmp
1,1.08,0,0,39,2,50,50,39.0512,2,maps/50map.bmp
1,1.094,0,0,37,31,50,50,48.2701,2,maps/50mapAOR.bmp
1,537.683,0,0,287,894,1000,1000,938.938,2,maps/1000AOR_wObs.bmp
1,4.722,0,0,94,4,100,100,94.0851,2,maps/100map.bmp
1,563.654,0,0,268,480,1000,1000,549.749,2,maps/1000Geometric.bmp
1,1.262,0,0,17,27,50,50,31.9061,2,maps/cross50.bmp
1,1.154,0,0,40,8,50,50,40.7922,2,maps/50map.bmp
1,1.17,0,0,21,26,50,50,33.4215,2,maps/50mapAOR.bmp
1,537.355,0,0,676,761,1000,1000,1017.89,2,maps/1000AOR_wObs.bmp
1,4.712,0,0,81,54,100,100,97.3499,2,maps/100map.bmp
1,591.376,0,0,864,991,1000,1000,1314.75,2,maps/1000Geometric.bmp
1,1.224,0,0,5,48,50,50,48.2597,2,maps/cross50.bmp
1,1.085,0,0,39,7,50,50,39.6232,2,maps/50map.bmp
1,1.08,0,0,20,25,50,50,32.0156,2,maps/50mapAOR.bmp
1,542.857,0,0,713,911,1000,1000,1156.84,2,maps/1000AOR_wObs.bmp
1,4.224,0,0,12,81,100,100,81.8841,2,maps/100map.bmp
1,501.012,0,0,300,722,1000,1000,781.847,2,maps/1000Geometric.bmp
1,1.456,0,0,35,37,50,50,50.9313,2,maps/cross50.bmp
1,1.102,0,0,13,38,50,50,40.1622,2,maps/50map.bmp
1,1.092,0,0,21,29,50,50,35.805,2,maps/50mapAOR.bmp
1,534.864,0,0,864,691,1000,1000,1106.33,2,maps/1000AOR_wObs.bmp
1,4.502,0,0,73,29,100,100,78.5493,2,maps/100map.bmp
1,523.594,0,0,978,643,1000,1000,1170.44,2,maps/1000Geometric.bmp
1,1.534,0,0,38,38,50,50,53.7401,2,maps/cross50.bmp
1,1.104,0,0,48,32,50,50,57.6888,2,maps/50map.bmp
1,1.118,0,0,22,24,50,50,32.5576,2,maps/50mapAOR.bmp
1,480.643,0,0,316,911,1000,1000,964.249,2,maps/1000AOR_wObs.bmp
1,4.636,0,0,98,50,100,100,110.018,2,maps/100map.bmp
1,472.372,0,0,686,113,1000,1000,695.245,2,maps/1000Geometric.bmp
1,1.218,0,0,49,32,50,50,58.5235,2,maps/cross50.bmp
1,1.079,0,0,48,39,50,50,61.8466,2,maps/50map.bmp
1,1.058,0,0,39,39,50,50,55.1543,2,maps/50mapAOR.bmp
1,519.659,0,0,720,947,1000,1000,1189.63,2,maps/1000AOR_wObs.bmp
1,4.725,0,0,90,40,100,100,98.4886,2,maps/100map.bmp
1,531.986,0,0,970,831,1000,1000,1277.29,2,maps/1000Geometric.bmp
1,1.161,0,0,32,20,50,50,37.7359,2,maps/cross50.bmp
1,1.471,0,0,48,34,50,50,58.8218,2,maps/50map.bmp
1,1.362,0,0,26,40,50,50,47.7074,2,maps/50mapAOR.bmp
1,466.856,0,0,942,903,1000,1000,1304.9,2,maps/1000AOR_wObs.bmp
1,4.178,0,0,16,73,100,100,74.7329,2,maps/100map.bmp
1,506.037,0,0,693,526,1000,1000,870.014,2,maps/1000Geometric.bmp
1,1.175,0,0,41,38,50,50,55.9017,2,maps/cross50.bmp
1,1.101,0,0,22,43,50,50,48.3011,2,maps/50map.bmp
1,1.106,0,0,15,22,50,50,26.6271,2,maps/50mapAOR.bmp
1,504.846,0,0,735,606,1000,1000,952.607,2,maps/1000AOR_wObs.bmp
1,4.919,0,0,84,33,100,100,90.2497,2,maps/100map.bmp
1,511.18,0,0,965,531,1000,1000,1101.45,2,maps/1000Geometric.bmp
1,1.196,0,0,43,48,50,50,64.4438,2,maps/cross50.bmp
1,1.161,0,0,10,30,50,50,31.6228,2,maps/50map.bmp
1,1.068,0,0,31,30,50,50,43.1393,2,maps/50mapAOR.bmp
1,599.043,0,0,827,345,1000,1000,896.077,2,maps/1000AOR_wObs.bmp
